"log_gdp_pc","局部线性","CI下限","CI上限"
6.27348746283976,0.0888835144162396,-0.0566801900219414,0.172882300952302
6.30165269828492,0.10116630424576,-0.0413468414905492,0.19005932317781
6.32981793373007,0.113935337872565,-0.0209767659411052,0.207650643021397
6.35798316917523,0.127197666135033,-5.9360458357607e-05,0.225646531073796
6.38614840462038,0.140960402578015,0.0163739669031781,0.244039686620753
6.41431364006554,0.155230775493429,0.0334171740889776,0.259047026077031
6.44247887551069,0.170016180387488,0.0557142221362541,0.273136505909157
6.47064411095585,0.185324232009758,0.0771584926907139,0.287523618549177
6.498809346401,0.201162814964177,0.0922013334548771,0.307103790874665
6.52697458184615,0.217540131810033,0.107687893904129,0.328594943702246
6.55513981729131,0.23446474745903,0.124055542180438,0.348975806260293
6.58330505273646,0.251945628590901,0.147971215947357,0.374228219866814
6.61147028818162,0.269992176753654,0.167061030994751,0.399650183259116
6.63963552362677,0.288614253794698,0.182141556828616,0.42586128038055
6.66780075907193,0.307822198294998,0.197749279409841,0.451463498149547
6.69596599451708,0.32762683175766,0.213913794229523,0.477912945101804
6.72413122996223,0.348039453441803,0.230665564044614,0.504655568932694
6.75229646540739,0.369071822935248,0.250545894404181,0.531692490752502
6.78046170085254,0.390736129826061,0.276000919021108,0.558965386056632
6.8086269362977,0.413044950159774,0.293654233197116,0.586384911405293
6.83679217174285,0.436011189747783,0.313486577031372,0.614042532332886
6.864957407188,0.459648014811224,0.337171902585328,0.637560056840571
6.89312264263316,0.483968770886739,0.355067198048424,0.658630702108835
6.92128787807831,0.508986891366669,0.376208522932221,0.679660002381411
6.94945311352347,0.534715797474291,0.40468122191242,0.700647088089624
6.97761834896862,0.561168791861886,0.433275326757055,0.722583603023015
7.00578358441378,0.588358948344066,0.454811583310515,0.756798618640735
7.03394881985893,0.616299000520794,0.473248516817188,0.791733477595352
7.06211405530409,0.64500123218854,0.498757855213505,0.827281075920212
7.09027929074924,0.674477372473422,0.524932298854674,0.86350793456915
