country,country_code,year,gdp_per_capita_constant_2015_usd,log_gdp_pc,population,co2_pc_tonnes
Burundi,BDI,2024,268.700857391724,5.593598706504795,14047786.0,0.06525327193907994
Central African Republic,CAF,2024,389.938307964229,5.965988541904067,5330690.0,0.07403938326933286
Madagascar,MDG,2024,453.383067004772,6.11673739067283,31964956.0,0.14166704937744948
"Somalia, Fed. Rep.",SOM,2024,467.269910194415,6.146907056865851,19009151.0,0.06939736551095838
Malawi,MWI,2024,551.95152347056,6.313460222621001,21655286.0,0.08688312867352571
"Congo, Dem. Rep.",COD,2024,554.244129980766,6.317605257517045,109276265.0,0.0540323280631892
Sudan,SDN,2024,578.38916015625,6.360246929583617,50448963.0,0.3527287567833654
Niger,NER,2024,595.151744559316,6.388816405903075,27032412.0,0.1172650816360745
Mozambique,MOZ,2024,605.604720848519,6.406227497417358,34631766.0,0.24869162028872568
Liberia,LBR,2024,665.101337624192,6.499939416450873,5612817.0,0.15310832332498994
"Gambia, The",GMB,2024,758.96588872906,6.631956833999736,2759988.0,0.29086140954236034
Burkina Faso,BFA,2024,763.833733522408,6.638350139202915,23548781.0,0.27634818974281516
Guinea-Bissau,GNB,2024,793.692157673779,6.676695675329581,2201352.0,0.15544492657239734
Chad,TCD,2024,849.707321000625,6.744891961955225,20299123.0,0.13948390775305908
Ethiopia,ETH,2024,883.458588619291,6.783844418696644,132059767.0,0.13506984303554012
Mali,MLI,2024,909.755317910813,6.813175681939118,24478595.0,0.2850996962856733
Togo,TGO,2024,931.029965529857,6.83629146314992,9515236.0,0.2893869369083436
Uganda,UGA,2024,986.090145363924,6.893747775741977,50015092.0,0.12663797559344686
Lesotho,LSO,2024,991.069661910744,6.898784826421242,2337423.0,1.1002574202444315
Guinea,GIN,2024,1045.92207475817,6.952654143530582,14754785.0,0.27287317300794284
Rwanda,RWA,2024,1070.45003770926,6.975834435020214,14256567.0,0.14263952885712247
Tanzania,TZA,2024,1120.77416992188,7.0217749486489875,68560157.0,0.2919824702268404
Sierra Leone,SLE,2024,1137.29005673054,7.036403568279182,8642022.0,0.1659661361658186
Timor-Leste,TLS,2024,1149.21888298011,7.046837758383393,1400638.0,0.47700547893174394
Haiti,HTI,2024,1154.87300909888,7.051745668078939,11772557.0,0.25234050682447323
Myanmar,MMR,2024,1158.47928099316,7.0548634593734105,54500091.0,0.579878628092566
Nepal,NPL,2024,1179.81272768386,7.073110999512022,29651054.0,0.6332348927630026
Benin,BEN,2024,1324.78312597434,7.189004046513602,14462724.0,0.4194465026090521
Zambia,ZMB,2024,1343.38966380353,7.202951298745944,21314956.0,0.5650163669115714
Sao Tome and Principe,STP,2024,1368.14347554019,7.221209972463837,235536.0,0.6019419536716256
Kyrgyz Republic,KGZ,2024,1391.68404329929,7.238269834741977,7221868.0,1.6297941197485193
Comoros,COM,2024,1401.88898411553,7.245575880518901,866628.0,0.6365476305865954
Zimbabwe,ZWE,2024,1417.71894115853,7.256804479518592,16634373.0,0.8236651901457301
Cameroon,CMR,2024,1480.73097431993,7.3002911463964475,29123744.0,0.33071239054978646
Tajikistan,TJK,2024,1496.33813395037,7.310776158362432,10590927.0,1.0140536328878482
"Venezuela, RB",VEN,2024,1501.02277449885,7.313902004402332,28405543.0,4.085203511159776
Senegal,SEN,2024,1511.89280670234,7.321117659188172,18501984.0,0.7616397246911466
Pakistan,PAK,2024,1634.56735260799,7.399133432172423,251269164.0,0.7155688232400853
"Congo, Rep.",COG,2024,1679.58061097707,7.426299404909798,6332961.0,1.3958352183125713
Mauritania,MRT,2024,1688.6139322919,7.431663312996044,5169395.0,1.0134027289460372
Solomon Islands,SLB,2024,1806.38367324387,7.4990821550706,819198.0,0.35967861249661254
Kenya,KEN,2024,1860.02287047776,7.528344062587437,56432944.0,0.37611778680197866
