log_gdp_pc,小带宽,中带宽,大带宽
6.273487462839765,0.16650129573220582,0.26478444050225064,0.5031461989073733
6.3016526982849195,0.17217569464634574,0.274626595857897,0.5152909932410293
6.329817933730074,0.17819903443561222,0.2849071316560768,0.5277705386892105
6.3579831691752275,0.1846236657593586,0.2956331685648723,0.5405962168220265
6.386148404620382,0.1915057828868848,0.3068101259476051,0.5537799141387043
6.4143136400655365,0.19890433003714583,0.31844166216706915,0.5673340317951289
6.442478875510691,0.2068796943588699,0.3305296510812437,0.5812714931029312
6.4706441109558455,0.21549234036759765,0.34307419736169925,0.5956057484905527
6.498809346400999,0.2248015835361985,0.35607369233210695,0.610350777604625
6.5269745818461535,0.23486470698222958,0.3695249110407729,0.6255210882200976
6.555139817291308,0.24573657962771023,0.38342315030350804,0.6411317116202635
6.5833050527364625,0.2574698343979858,0.397762406536956,0.6571981941038151
6.611470288181617,0.27011552673038575,0.41253559139830664,0.6737365842758051
6.639635523626771,0.28372404924734274,0.42773478259638276,0.6907634157835623
6.667800759071925,0.29834596731583496,0.44335150676948193,0.708295685167895
6.6959659945170795,0.31403239484878537,0.45937705104957616,0.726350824514893
6.724131229962234,0.3308345640241735,0.47580279984629475,0.7449466686151338
6.7522964654073885,0.34880234829363804,0.49262059346669756,0.7641014163656106
6.780461700852543,0.36798164995818305,0.5098231054026101,0.7838335861860084
6.8086269362976966,0.3884107302726322,0.5274042354181379,0.804161965265566
6.836792171742851,0.4101157138611385,0.5453595158989462,0.825105552510183
6.8649574071880055,0.43310562180621476,0.5636865292195077,0.8466834951220531
6.89312264263316,0.45736737026434743,0.5823853340806857,0.8689150188161996
6.921287878078314,0.48286121161871814,0.6014588988052689,0.8918193517598146
6.949453113523468,0.5095170939794653,0.6209135393958252,0.9154156424112294
6.9776183489686225,0.5372323744558204,0.640759359707416,0.9397228715350993
7.005783584413777,0.5658712451699136,0.6610106903272693,0.9647597587784165
7.0339488198589315,0.5952661233784061,0.6816865216565813,0.9905446643070855
7.062114055304086,0.6252211259296807,0.7028109252431914,1.017095486123723
7.09027929074924,0.6555176039665773,0.7244134556220738,1.0444295538123045
7.118444526194394,0.6859215682293065,0.7465295228081795,1.0725635195821273
7.1466097616395485,0.7161926999520916,0.7692007232018621,1.101513247609787
7.174774997084703,0.7460945258276866,0.7924751140880422,1.1312937028007377
7.202940232529857,0.7754052422445297,0.8164074142460114,1.1619188402081468
7.231105467975011,0.8039286044065025,0.8410591105839874,1.1934014964530177
7.259270703420166,0.8315042488369103,0.8664984483579815,1.2257532845820627
7.28743593886532,0.8580167944444864,0.8928002806568354,1.258984493875093
7.3156011743104745,0.8834030760265971,0.9200457517032314,1.2931039961678887
7.343766409755629,0.9076569225073864,0.9483217884370843,1.328119160286198
7.3719316452007835,0.9308310254686359,0.9777203761379847,1.3640357761883704
7.400096880645937,0.9530356755923887,1.0083375968345583,1.4008579903853329
7.4282621160910915,0.9744344837398353,1.0402724142420092,1.4385882541449353
7.456427351536246,0.9952376257958053,1.0736251962027457,1.4772272858914928
7.4845925869814,1.0156935904548106,1.1084959752086592,1.5167740490801094
7.512757822426554,1.0360807644511478,1.1449824595286653,1.5572257466591137
7.540923057871709,1.0567003456544446,1.1831778215144202,1.598577833034149
7.569088293316863,1.0778719417132292,1.2231683053219373,1.6408240442164523
7.5972535287620175,1.099932762241752,1.2650307127997011,1.683956446579019
7.625418764207172,1.1232405938247516,1.3088298426088492,1.727965504362314
7.6535839996523265,1.148179869564347,1.3546159724686961,1.7728401657712944
7.68174923509748,1.17516924566653,1.4024224863077601,1.8185679671941213
7.709914470542635,1.204668305212244,1.4522637555516058,1.8651351547569242
7.738079705987789,1.2371804298238338,1.5041333854199994,1.9125268221157037
7.7662449414329435,1.2732486130609613,1.5580029318683737,1.9607270630834976
7.794410176878097,1.3134411620526873,1.613821182113887,2.0097191374056305
7.822575412323252,1.3583250213023468,1.6715140716009778,2.0594856477354853
7.850740647768406,1.4084260478606345,1.7309852835886586,2.1100087256340694
7.878905883213561,1.4641780711220722,1.7921175458273768,2.161270224224616
7.907071118658715,1.5258658107135714,1.8547746042251396,2.21325191498288
7.9352363541038695,1.5935700770932058,1.9188038186126923,2.2659356860382838
7.963401589549023,1.6671260336996137,1.9840392935019582,2.3193037393025664
7.991566824994178,1.7461053427425772,2.050305429731714,2.3733387837319113
8.019732060439331,1.829829838570028,2.117420763282701,2.4280242220647903
8.047897295884486,1.9174181649723088,2.185201946772415,2.4833443284593666
8.07606253132964,2.0078591809545867,2.2534677277799635,2.539284414577593
8.104227766774795,2.1000994327560942,2.3220427858626786,2.595830981824511
8.132393002219949,2.193128951893982,2.390761305738987,2.652971857645228
8.160558237665104,2.2860510383536656,2.459470185817415,2.7106963140034135
8.188723473110258,2.3781266936147127,2.5280318068521503,2.7689951664077657
8.216888708555413,2.4687909151964997,2.596326312690768,2.827860852110869
8.245053944000567,2.5576439599628102,2.664253381678759,2.8872874863721605
8.273219179445721,2.6444245239350384,2.731733491468409,2.9472708959478613
8.301384414890876,2.728973248480972,2.7987087003858977,3.0078086292405133
8.329549650336029,2.811194525825168,2.8651429843014706,3.0688999428048205
8.357714885781183,2.891023023097228,2.9310221787904993,3.1305457641610643
8.385880121226338,2.968399356089512,2.996353582373784,3.1927486311094846
8.414045356671492,3.0432573316697087,3.0611652782282306,3.255512607966845
8.442210592116647,3.115523305327113,3.125505229636201,3.318843179358194
8.470375827561801,3.185126510044773,3.189440199387853,3.382747122392551
8.498541063006956,3.2520177526394125,3.2530545361903362,3.4472323582307287
8.52670629845211,3.3161927652447885,3.3164488626592825,3.5123077842174464
8.554871533897263,3.3777159227523095,3.379738690378762,3.577983087899673
8.583036769342417,3.4367401489205367,3.4430529784199435,3.6442685443899885
8.611202004787572,3.493519667429507,3.506532643103049,3.7111747986593073
8.639367240232726,3.5484136564236524,3.570329019070971,3.7787126344596493
8.66753247567788,3.60188051679336,3.634602265232718,3.846892731685701
8.695697711123035,3.654463978396752,3.699519704086408,3.915725414085731
8.72386294656819,3.706773319983288,3.76525407955493,3.985220389328692
8.752028182013344,3.7594604055097136,3.8319817169430714,4.055386483525895
8.780193417458499,3.8131960697823777,3.8998805691075806,4.126231372392666
8.808358652903653,3.868647793933854,3.969128135548549,4.197761311317587
8.836523888348808,3.926459833709161,4.03989924596707,4.2699808666834445
8.864689123793962,3.9872362224585793,4.11236370691227,4.3428926508534325
8.892854359239116,4.051526521774738,4.186683819385197,4.4164970632966
8.92101959468427,4.119813910026996,4.263011786469833,4.490792040375488
8.949184830129424,4.192505183113035,4.341487042841579,4.565772816353716
8.977350065574578,4.26992243610183,4.422233551774457,4.641431698198394
9.005515301019733,4.352296502125484,4.505357129218832,4.717757856748891
9.033680536464887,4.439762523832636,4.590942867616787,4.794737136795312
9.061845771910042,4.5323581953752266,4.679052743142107,4.872351888554507
9.090011007355196,4.630025135280657,4.769723497660004,4.950580822944394
9.11817624280035,4.732613489570476,4.862964889563217,5.0293988929366105
9.146341478245503,4.83988927178055,4.9587584045705935,5.1087772031101775
9.174506713690658,4.951543279828693,5.057056507711676,5.18868294933329
9.202671949135812,5.067199925143344,5.157782500706312,5.2690793902658255
9.230837184580967,5.186424214097518,5.260831025075429,5.349925852101479
9.259002420026121,5.308725605042316,5.366069221624669,5.431177767656732
9.287167655471276,5.433558541377324,5.473338523217353,5.512786750566533
9.31533289091643,5.56032095710843,5.582457022442339,5.5947007049667
9.343498126361585,5.6883536178901215,5.693222321781247,5.6768639706356225
9.371663361806739,5.816944342450384,5.805414744240868,5.759217503138264
9.399828597251894,5.945341490105525,5.9188007600009405,5.84169908807066
9.427993832697048,6.072780274483707,6.033136471757008,5.924243588050851
9.456159068142203,6.198523414241079,6.148170999599141,6.00678322065086
9.484324303587355,6.321914665064844,6.263649615921371,6.089247865022919
9.51248953903251,6.442440555990706,6.379316501382136,6.171565394551132
9.540654774477664,6.559793037294773,6.494917022714364,6.253662032466012
9.568820009922819,6.673924509569807,6.610199469807776,6.3354627270036
9.596985245367973,6.785087225353532,6.72491623005106,6.416891542380748
9.625150480813128,6.893851155611048,6.838824419349172,6.49787206160196
9.653315716258282,7.001097415017286,6.951686028571679,6.5783277969170655
9.681480951703437,7.107987337998752,7.063267678860983,6.65818260361826
9.70964618714859,7.215909505180652,7.173340107179042,6.737361092803192
9.737811422593744,7.326408020671387,7.281677523229437,6.815789038740008
