"log_gdp_pc","NW最优带宽","局部线性","三阶多项式"
6.27348746283976,0.406499978186283,0.0888835144162396,0.28202929731292
6.30165269828492,0.417553325188096,0.10116630424576,0.241839066406355
6.32981793373007,0.428909128900962,0.113935337872565,0.204417962310143
6.35798316917523,0.440575203888707,0.127197666135033,0.1697367131339
6.38614840462038,0.452559904739343,0.140960402578015,0.137766046987407
6.41431364006554,0.464872181617031,0.155230775493429,0.108476691980249
6.44247887551069,0.477521637212165,0.170016180387488,0.0818393762222271
6.47064411095585,0.490518584595818,0.185324232009758,0.0578248278229717
6.498809346401,0.503874105413777,0.201162814964177,0.0364037748921605
6.52697458184615,0.517600107780953,0.217540131810033,0.0175469455394927
6.55513981729131,0.531709383159695,0.23446474745903,0.00122506787470667
6.58330505273646,0.546215661425531,0.251945628590901,-0.0125911299925412
6.61147028818162,0.561133663241889,0.269992176753654,-0.0239309199525429
6.63963552362677,0.576479148782129,0.288614253794698,-0.0328235738956348
6.66780075907193,0.592268961753825,0.307822198294998,-0.0392983637121069
6.69596599451708,0.608521067597923,0.32762683175766,-0.0433845612923136
6.72413122996223,0.62525458465609,0.348039453441803,-0.045111438526513
6.75229646540739,0.642489807025184,0.369071822935248,-0.0445082673049952
6.78046170085254,0.660248217750955,0.390736129826061,-0.0416043195180878
6.8086269362977,0.678552490956966,0.413044950159774,-0.0364288670561255
6.83679217174285,0.697426481462728,0.436011189747783,-0.0290111818093752
6.864957407188,0.716895200421359,0.459648014811224,-0.0193805356681839
6.89312264263316,0.73698477550612,0.483968770886739,-0.00756620052286685
6.92128787807831,0.757722394202112,0.508986891366669,0.0064025517363249
6.94945311352347,0.779136228819373,0.534715797474291,0.0224964492190408
6.97761834896862,0.801255341942196,0.561168791861886,0.0406862200349623
7.00578358441378,0.824109571172359,0.588358948344066,0.0609425922937885
7.03394881985893,0.847729392216263,0.616299000520794,0.0832362941052292
7.06211405530409,0.872145759612723,0.64500123218854,0.107538053578969
7.09027929074924,0.897389924703304,0.674477372473422,0.133818598824704
7.11844452619439,0.923493230813421,0.704738498542707,0.162048657952097
7.14660976163955,0.950486886041042,0.735794948562774,0.192198959070868
7.1747749970847,0.978401714539674,0.767656247281205,0.224240230290705
7.20294023252986,1.00726788772994,0.800331046232528,0.258143199721328
7.23110546797501,1.03711463747266,0.833827080119854,0.293878595472345
7.25927070342017,1.06796995387615,0.868151140430978,0.331417145653479
7.28743593886532,1.09986027107777,0.90330906683059,0.370729578374469
7.31560117431047,1.13281014501734,0.939305756354279,0.411786621745015
7.34376640975563,1.16684192788686,0.976145189936811,0.454559003874729
7.37193164520078,1.20197544457278,1.01383047535626,0.499017452873381
7.40009688064594,1.23822767697693,1.05236390528231,0.545132696850593
7.42826211609109,1.27561246258128,1.09174702879297,0.592875463916085
7.45642735153625,1.31414021397996,1.13198073447547,0.642216482179597
7.4845925869814,1.35381766631147,1.17306534305687,0.693126479750749
7.51275782242655,1.39464765955727,1.21500070741664,0.745576184739235
7.54092305787171,1.43662896250818,1.25778631781159,0.79953632525482
7.56908829331686,1.47975614482062,1.30142141018696,0.854977629407102
7.59725352876202,1.52401950298138,1.34590507554555,0.911870825305864
7.62541876420717,1.56940504517325,1.39123636849092,0.970186641060705
7.65358399965233,1.61589453899312,1.43741441323809,1.0298958047814
7.68174923509748,1.66346562474159,1.48443850558732,1.09096904457759
7.70991447054263,1.71209199560788,1.53230820957143,1.15337708855895
7.73807970598779,1.76174364455849,1.58102344770573,1.21709066483523
7.76624494143294,1.8123871761501,1.63058458398344,1.28208050151611
7.7944101768781,1.86398617988259,1.68099249896003,1.34831732671118
7.82257541232325,1.9165016601446,1.73224865645064,1.41577186853032
7.85074064776841,1.96989251634054,1.78435516151908,1.48441485508307
7.87890588321356,2.02411606548031,1.83731480956045,1.55421701447919
7.90707111865872,2.07912859840989,1.89113112636645,1.6251490748283
7.93523635410387,2.13488596000494,1.94580839911162,1.69718176424019
7.96340158954902,2.19134414306793,2.00135169820548,1.77028581082451
7.99156682499418,2.24845988538108,2.05776688992165,1.84443194269092
8.01973206043933,2.30619125937446,2.11506063963892,1.9195908879491
8.04789729588449,2.3644982441617,2.17324040541608,1.99573337470888
8.07606253132964,2.4233432702525,2.23231442147606,2.07283013107972
8.1042277667748,2.48269172803839,2.29229167100502,2.15085188517146
8.13239300221995,2.54251243212491,2.35318184748927,2.22976936509381
8.1605582376651,2.60277803470248,2.41499530363349,2.30955329895649
8.18872347311026,2.66346538236028,2.47774298674377,2.39017441486905
8.21688870855541,2.72455581200267,2.54143635934181,2.47160344094122
8.24505394400057,2.78603538277919,2.60608730372281,2.55381110528279
8.27321917944572,2.84789504214519,2.67170800920244,2.63676813600339
8.30138441489088,2.9101307252952,2.73831084093962,2.72044526121271
8.32954965033603,2.97274338822702,2.80590818948736,2.8048132090204
8.35771488578118,3.03573897558314,2.8745123006244,2.88984270753622
8.38588012122634,3.09912832516545,2.94413508555701,2.97550448486984
8.41404535667149,3.16292701162699,3.01478791224135,3.06176926913094
8.44221059211665,3.22715513231515,3.08648137933933,3.14860778842923
8.4703758275618,3.29183703858459,3.15922507514812,3.2359907708744
8.49854106300696,3.35700101613062,3.23302732468589,3.3238889445761
8.52670629845211,3.42267891803422,3.30789492891723,3.41227303764407
8.55487153389726,3.48890575427928,3.38383290079809,3.50111377818786
8.58303676934242,3.55571924152322,3.46084420335261,3.5903818943174
8.61120200478757,3.62315931689581,3.53892949530795,3.6800481141423
8.63936724023273,3.69126761958963,3.61808688987194,3.77008316577215
8.66753247567788,3.76008694400539,3.69831173201927,3.86045777731676
8.69569771112304,3.82966066824515,3.7795963991599,3.95114267688573
8.72386294656819,3.90003216181623,3.86193012932258,4.04210859258883
8.75202818201334,3.97124417652828,3.94529888004359,4.13332625253568
8.7801934174585,4.04333822473925,4.02968522006961,4.22476638483606
8.80835865290365,4.11635394933402,4.11506825483802,4.31639971759956
8.83652388834881,4.19032849009704,4.20142358556302,4.40819697893592
8.86468912379396,4.26529585146039,4.28872330070515,4.50012889695481
8.89285435923912,4.34128627695858,4.37693599769474,4.59216619976598
8.92101959468427,4.41832563608548,4.46602683206098,4.68427961547904
8.94918483012942,4.496434829609,4.55595759061499,4.77643987220375
8.97735006557458,4.57562921973328,4.6466867850518,4.86861769804974
9.00551530101973,4.6559180917852,4.73816976226581,4.96078382112679
9.03368053646489,4.73730415431604,4.83035882778866,5.0529089695445
9.06184577191004,4.81978308462961,4.92320337902692,5.14496387141263
9.0900110073552,4.90334312675026,5.01665004535755,5.23691925484079
9.11817624280035,4.98796474871047,5.11064283259312,5.3287458479388
9.1463414782455,5.07362036575033,5.20512326981726,5.42041437881622
9.17450671369066,5.16027413556959,5.30003055708286,5.51189557558278
9.20267194913581,5.24788183114984,5.39530171293379,5.60316016634825
9.23083718458097,5.33639079587048,5.49087172113985,5.69417887922224
9.25900242002612,5.42573998468351,5.58667367641126,5.7849224423144
9.28716765547128,5.51586009400232,5.68263892918174,5.87536158373453
9.31533289091643,5.60667378171883,5.77869722981751,5.96546703159225
9.34349812636158,5.6980959774178,5.87477687282883,6.05520951399729
9.37166336180674,5.79003428143833,5.97080484183876,6.1445597590594
9.39982859725189,5.88238944997745,6.06670695620686,6.23348849488811
9.42799383269705,5.97505596197651,6.1624080203219,6.32196644959317
9.4561590681422,6.06792266211911,6.25783197667087,6.40996435128434
9.48432430358736,6.16087347293844,6.35290206386612,6.49745292807139
9.51248953903251,6.25378816781907,6.44754098086686,6.58440290806375
9.54065477447766,6.34654319561723,6.54167105866197,6.67078501937124
9.56882000992282,6.43901254674208,6.63521444068437,6.7565699901036
9.59698524536797,6.53106864986074,6.7280932731925,6.84172854837056
9.62515048081313,6.6225832879257,6.82022990677505,6.92623142228167
9.65331571625828,6.71342852198297,6.91154711000009,7.01004933994664
9.68148095170344,6.80347761120201,7.0019682960317,7.0931530294752
9.70964618714859,6.89260591776793,7.09141776277018,7.17551321897721
9.73781142259374,6.9806917856785,7.1798209467317,7.2571006365621
9.7659766580389,7.06761738307625,7.26710469047237,7.33788601033964
9.79414189348405,7.15326949849579,7.35319752288489,7.41784006841966
9.82230712892921,7.23754028229481,7.43802995116325,7.49693353891162
9.85047236437436,7.32032792553642,7.52153476265763,7.57513714992537
9.87863759981952,7.40153726967513,7.60364733424579,7.65242162957059
9.90680283526467,7.48108034154198,7.68430594624947,7.72875770595693
9.93496807070983,7.55887680930177,7.76345209734775,7.8041161071941
9.96313330615498,7.63485435624517,7.8410308164056,7.87846756139174
9.99129854160013,7.70894897045858,7.9169909666651,7.95178279665965
10.0194637770453,7.78110514957083,7.9912855373579,8.0240325411074
10.0476290124904,7.85127602088778,8.06387191750175,8.09518752284481
10.0757942479356,7.91942337828597,8.13471214645229,8.16521846998145
10.1039594833808,7.98551763822925,8.20377313569549,8.23409611062704
10.1321247188259,8.04953771819105,8.27102685638618,8.30179117289136
10.1602899542711,8.11147084160081,8.33645048725973,8.36827438488396
10.1884551897162,8.17131227417939,8.40002651775705,8.43351647471471
10.2166204251614,8.22906499718009,8.46174280150142,8.4974881704931
10.2447856606065,8.28473932360395,8.52159255563662,8.56016020032904
10.2729508960517,8.3383524639073,8.57957430197329,8.62150329233202
10.3011161314968,8.38992804806398,8.63569174638759,8.68148817461173
10.329281366942,8.43949561108192,8.68995359347012,8.74008557527804
10.3574466023871,8.48709004920574,8.74237329403593,8.79726622244063
10.3856118378323,8.5327510540634,8.79296872378277,8.85300084420897
10.4137770732774,8.57652253194094,8.84176179213314,8.90726016869297
10.4419423087226,8.61845201519808,8.88877798112806,8.96001492400225
10.4701075441678,8.65859007257656,8.93404581516921,9.01123583824638
10.4982727796129,8.69698972481024,8.97759626344293,9.06089363953526
10.5264380150581,8.73370587153024,9.01946207801634,9.10895905597846
10.5546032505032,8.76879473498096,9.05967707187582,9.15540281568569
10.5827684859484,8.802313325535,9.09827534258338,9.20019564676669
10.6109337213935,8.83431893342802,9.13529044874498,9.24330827733108
10.6390989568387,8.86486865054229,9.17075454809909,9.28471143548857
10.6672641922838,8.89401892546063,9.2046975077111,9.32437584934889
10.695429427729,8.92182515440313,9.23714599845532,9.36227224702171
10.7235946631741,8.94834131005829,9.26812258762603,9.3983713566167
10.7517598986193,8.97361960973805,9.29764484507237,9.43264390624355
10.7799251340645,8.99771022373005,9.32572447962118,9.46506062401197
10.8080903695096,9.02066102419999,9.35236652365361,9.49559223803163
10.8362556049548,9.04251737451528,9.37756858444443,9.52420947641228
10.8644208403999,9.06332195842436,9.40132018117605,9.5508830672636
10.8925860758451,9.08311464813635,9.42360218632004,9.57558373869521
10.9207513112902,9.10193241000469,9.44438638927833,9.59828221881693
10.9489165467354,9.11980924622554,9.46363519874571,9.61894923573828
10.9770817821805,9.13677617071773,9.48130149818231,9.63755551756901
11.0052470176257,9.15286121715193,9.49732866607639,9.65407179241883
11.0334122530708,9.16808947694133,9.51165076938418,9.66846878839754
11.061577488516,9.18248316489109,9.52419293473313,9.68071723361468
11.0897427239612,9.19606171012424,9.53487189777991,9.69078785618006
11.1179079594063,9.20884186985557,9.5435967266697,9.6986513842032
11.1460731948515,9.2208378635669,9.55026971101162,9.70427854579398
11.1742384302966,9.23206152514338,9.55478740334805,9.70764006906196
11.2024036657418,9.24252247055806,9.55704179593553,9.70870668211693
11.2305689011869,9.2522282787365,9.55692161195122,9.7074491130685
11.2587341366321,9.26118468329133,9.55431368715047,9.70383809002631
11.2868993720772,9.26939577288738,9.54910441566168,9.69784434110026
11.3150646075224,9.27686419807542,9.54118123211068,9.68943859439987
