log_gdp_pc,局部线性,CI下限,CI上限
6.273487462839765,0.08888351441623965,-0.0793881808805005,0.16894436089286494
6.3016526982849195,0.1011663042457599,-0.060867030402423784,0.17946938937348392
6.329817933730074,0.11393533787256449,-0.03960025554451287,0.1901754333979565
6.3579831691752275,0.12719766613503314,-0.017747654561153136,0.20597851699220343
6.386148404620382,0.14096040257801556,-0.002775326040229341,0.22154235837008338
6.4143136400655365,0.15523077549342856,0.019873222995191946,0.23896717220973818
6.442478875510691,0.17001618038748856,0.03947293454264537,0.25332549693329903
6.4706441109558455,0.18532423200975745,0.06140315226592427,0.2738884057000787
6.498809346400999,0.2011628149641772,0.07367050160950397,0.2952590303515935
6.5269745818461535,0.21754013181003284,0.08963254720184177,0.3174783591915938
6.555139817291308,0.23446474745902968,0.11315889872790084,0.3371846673420237
6.5833050527364625,0.2519456285909014,0.13718476498140644,0.35640947572226495
6.611470288181617,0.2699921767536535,0.16168430945177492,0.3761723141821391
6.639635523626771,0.28861425379469785,0.1866414114619684,0.39648676982379316
6.667800759071925,0.307822198294998,0.2060282135251639,0.41736715143138414
6.6959659945170795,0.32762683175765966,0.2219708209972525,0.44193411926818976
6.724131229962234,0.34803945344180304,0.24094801948712316,0.46398300276312365
6.7522964654073885,0.36907182293524793,0.26111281623701216,0.49644305905948444
6.780461700852543,0.3907361298260611,0.28602106615560063,0.5289319229050108
6.8086269362976966,0.41304495015977427,0.30867894002600765,0.5614387856858953
6.836792171742851,0.4360111897477829,0.32661361588398286,0.593956031318918
6.8649574071880055,0.4596480148112243,0.3453448304823499,0.6264794671199334
6.89312264263316,0.4839687708867388,0.36361807467058416,0.6590084964095465
6.921287878078314,0.5089868913666689,0.38531875574294117,0.6915462265228273
6.949453113523468,0.5347157974742912,0.4067345898830785,0.7240995080681298
6.9776183489686225,0.5611687918618853,0.4347273312717862,0.7566789037139513
7.005783584413777,0.5883589483440655,0.4555092291489361,0.7892820736135626
7.0339488198589315,0.6162990005207947,0.48232691804617384,0.8218789011453005
7.062114055304086,0.6450012321885392,0.5121916943931151,0.8545522812141574
7.09027929074924,0.6744773724734219,0.542426153894329,0.8873245332776923
7.118444526194394,0.7047384985427074,0.571532304001554,0.9202205788265958
7.1466097616395485,0.7357949485627735,0.6013858711797726,0.9578556844172881
7.174774997084703,0.7676562472812052,0.6320727028154514,0.9937525998998018
7.202940232529857,0.8003310462325273,0.6612400354246125,1.0270423382603728
7.231105467975011,0.8338270801198543,0.6927794145501153,1.060667712757444
7.259270703420166,0.8681511404309771,0.7225133687447612,1.101407602745854
7.28743593886532,0.9033090668305899,0.755325921942089,1.1424946565884657
7.3156011743104745,0.9393057563542786,0.7887792652955459,1.1764936833575745
7.343766409755629,0.9761451899368111,0.8163916585252291,1.2085279860142522
7.3719316452007835,1.0138304753562613,0.8489595069983377,1.248380301541038
7.400096880645937,1.0523639052823095,0.8804780924627106,1.2889147507054228
7.4282621160910915,1.0917470287929736,0.9122527001226702,1.332571840375299
7.456427351536246,1.1319807344754713,0.9447465159635995,1.382660062440727
7.4845925869814,1.173065343056873,0.9779152185883595,1.4335457203558164
7.512757822426554,1.2150007074166407,1.0117632626289648,1.4852248059510895
7.540923057871709,1.2577863178115936,1.0462985015229525,1.5357483174323197
7.569088293316863,1.301421410186956,1.0815292653937867,1.582019118778708
7.5972535287620175,1.3459050755455466,1.1174644139645873,1.628794258376168
7.625418764207172,1.391236368490925,1.1541133862481165,1.6760815265557778
7.6535839996523265,1.4374144132380884,1.1915173822316592,1.723813974333079
7.68174923509748,1.4844385055873197,1.2307579483479583,1.7755906047093797
7.709914470542635,1.532308209571431,1.2730754036027512,1.8411493948485893
7.738079705987789,1.5810234477057354,1.3105667102846383,1.8866858206326145
7.7662449414329435,1.6305845839834432,1.34854805865534,1.9323001017133121
7.794410176878097,1.6809924989600342,1.3859667100001858,1.978513895452268
7.822575412323252,1.7322486564506359,1.4247360330923808,2.025344401336915
7.850740647768406,1.78435516151908,1.465937376784917,2.072807470272653
7.878905883213561,1.837314809560445,1.507776197202126,2.1271139409827855
7.907071118658715,1.8911311263664534,1.550205738023089,2.189602215039891
7.9352363541038695,1.9458083991116193,1.5932440576617246,2.2525359052848497
7.963401589549023,2.0013516982054833,1.636913623328975,2.3121958436972627
7.991566824994178,2.057766889921652,1.6812420398590682,2.3789030144952203
8.019732060439331,2.1150606396389176,1.7262628925317527,2.444256452590961
8.047897295884486,2.173240405416079,1.7720167026807598,2.50942536670304
8.07606253132964,2.2323144214760626,1.8185519886729653,2.576343352149547
8.104227766774795,2.292291671005016,1.869148454708427,2.6451303669291826
8.132393002219949,2.353181847489271,1.933809673944212,2.7194514577106657
8.160558237665104,2.414995303633494,2.000188310773899,2.7944455035220246
8.188723473110258,2.4777429867437686,2.0580822284387335,2.8652108365344966
8.216888708555413,2.5414363593418097,2.1085273128924276,2.928671135261453
8.245053944000567,2.6060873037228105,2.1589012196373214,2.99256260033869
8.273219179445721,2.6717080092024412,2.2104473069975508,3.0625985162955556
8.301384414890876,2.7383108409396235,2.263256077606861,3.135051765457244
8.329549650336029,2.8059081894873574,2.3172109803020065,3.208271847864471
8.357714885781183,2.8745123006243953,2.3892713082368133,3.2822875233960986
8.385880121226338,2.9441350855570123,2.448039243258689,3.357128669692298
8.414045356671492,3.014787912241351,2.504423107928282,3.4328257165383005
8.442210592116647,3.0864813793393298,2.5618856633694764,3.521296970701477
8.470375827561801,3.159225075148115,2.6205938444672614,3.6130061496112305
8.498541063006956,3.2330273246858954,2.6804415505682124,3.7066959238950594
8.52670629845211,3.307894928917231,2.756064965765577,3.7881815599422337
8.554871533897263,3.383832900798091,2.8353715878502173,3.863479765884237
8.583036769342417,3.460844203352607,2.9183705024215176,3.939038450353927
8.611202004787572,3.5389294953079498,2.985973111172758,4.031841693282386
8.639367240232726,3.618086889871946,3.0567597090014953,4.12483304980642
8.66753247567788,3.698311732019272,3.1304847416711814,4.21851192283202
8.695697711123035,3.7795963991599013,3.21108632783969,4.310112339025992
8.72386294656819,3.8619301293225816,3.293407428866658,4.382890630317599
8.752028182013344,3.9452988800435866,3.363992025836051,4.497752357571398
8.780193417458499,4.0296852200696085,3.429912821630666,4.600522923352734
8.808358652903653,4.115068254838015,3.5025421096375093,4.696860475678183
8.836523888348808,4.201423585563019,3.5992669528033594,4.79296200897417
8.864689123793962,4.288723300705155,3.6974957725677884,4.88903913489404
8.892854359239116,4.376935997694736,3.7904980258708427,4.985231935617189
8.92101959468427,4.466026832060983,3.8740934081228295,5.081319101207298
8.949184830129424,4.555957590614988,3.958528882298955,5.1770247044306625
8.977350065574578,4.646686785051804,4.041915870901099,5.2722355877727365
9.005515301019733,4.738169762265814,4.114534097886068,5.366841843821337
9.033680536464887,4.830358827788661,4.1969927873282264,5.460737577424739
9.061845771910042,4.923203379026915,4.271180242676574,5.576924263544142
9.090011007355196,5.016650045357556,4.336248332454126,5.709717578566652
9.11817624280035,5.110642832593116,4.3977719735192915,5.819661459257161
9.146341478245503,5.205123269817263,4.470801499717814,5.921439376517535
9.174506713690658,5.300030557082858,4.545305700164868,6.021308586662272
9.202671949135812,5.3953017129337955,4.625830754965797,6.122526263815198
9.230837184580967,5.490871721139851,4.716248466535765,6.234420814775523
9.259002420026121,5.586673676411261,4.777928946361446,6.346818739891422
9.287167655471276,5.68263892918174,4.852835203265597,6.459871617145281
9.31533289091643,5.77869722981751,4.939343246164648,6.5727317446161635
9.343498126361585,5.874776872828833,5.010970615073841,6.684806689870056
9.371663361806739,5.970804841838755,5.088509981669207,6.796806196393576
9.399828597251894,6.066706956206858,5.168939141084462,6.920563656044937
9.427993832697048,6.162408020321906,5.250039404434935,7.027339034979628
9.456159068142203,6.257831976670862,5.329910921959468,7.156499944045831
9.484324303587355,6.352902063866118,5.398611335505843,7.286946959390442
9.51248953903251,6.447540980866859,5.4675877183304165,7.421834041227496
9.540654774477664,6.5416710586619775,5.5384539658416125,7.546265387199032
9.568820009922819,6.635214440684375,5.618538126838089,7.670861074548618
9.596985245367973,6.7280932731925,5.700080101911282,7.800976561476567
9.625150480813128,6.820229906775048,5.7831404692939605,7.930907890684954
9.653315716258282,6.911547110000089,5.862019761309601,8.060427426641027
9.681480951703437,7.001968296031694,5.930487538623877,8.187785858648432
9.70964618714859,7.091417762770175,5.998967014467255,8.314491165226126
9.737811422593744,7.179820946731701,6.067471320575945,8.440393987056963
9.765976658038898,7.2671046904723715,6.1360148387531055,8.565339851895622
9.794141893484053,7.3531975228848925,6.188275068943463,8.689169719346422
9.822307128929207,7.43802995116325,6.24155983229141,8.81172070551089
9.850472364374362,7.52153476265764,6.312443384159039,8.89881783606429
9.878637599819516,7.603647334245792,6.383360801966961,8.979129983598718
9.90680283526467,7.684305946249471,6.454248830552559,9.124412498608406
9.934968070709825,7.763452097347743,6.52503557282317,9.268364989703127
9.96313330615498,7.841030816405599,6.595640758419145,9.404951630355859
9.991298541600134,7.916990966665103,6.665976226273415,9.468822910840142
10.019463777045289,7.991285537357903,6.735946621976281,9.51723121653551
10.047629012490443,8.063871917501746,6.805450302238702,9.561267337989216
10.075794247935596,8.134712146452285,6.8650697723138885,9.671786347217308
10.10395948338075,8.203773135695483,6.882961587059049,9.792521433643017
10.132124718825905,8.27102685638618,6.8829042843150505,9.911049406884768
10.16028995427106,8.33645048725973,6.891708802790634,10.027195972008007
10.188455189716214,8.400026517757055,6.972683340974291,10.140792363268497
10.216620425161368,8.461742801501423,6.995011183993374,10.251675937378254
10.244785660606523,8.521592555636621,7.016092523499373,10.359690649281722
10.272950896051677,8.579574301973288,7.088372896200283,10.464687410399678
10.30111613149683,8.635691746387591,7.142931767600012,10.566005142900215
10.329281366941984,8.689953593470118,7.161245230329156,10.642174369650983
10.357446602387139,8.742373294035932,7.178204739961673,10.714832076481938
10.385611837832293,8.792968723782767,7.193840525707302,10.783971930626072
10.413777073277448,8.841761792133138,7.208180255740434,10.87518974914221
10.441942308722602,8.888777981128062,7.221248823380614,10.980611027988054
10.470107544167757,8.934045815169204,7.233442091639925,11.08547714839552
10.498272779612911,8.977596263442935,7.245347667529353,11.184725402983435
10.526438015058066,9.01946207801634,7.256055056565521,11.283866619329325
10.55460325050322,9.059677071875821,7.291156922302737,11.408911023078238
10.582768485948375,9.098275342583383,7.344540034506164,11.623860235461994
10.610933721393529,9.135290448744977,7.39723290394053,11.787126537450082
10.639098956838684,9.170754548099094,7.403272696607558,11.842458679422219
10.667264192283838,9.2046975077111,7.37322727286293,11.900139658663797
10.69542942772899,9.237145998455315,7.340186494143502,12.022990577178225
10.723594663174145,9.268122587626033,7.304274253768138,12.145236998860696
10.7517598986193,9.297644845072368,7.289149050615713,12.266676944439762
10.779925134064454,9.325724479621181,7.286805714021539,12.387080334329992
10.808090369509609,9.352366523653604,7.283864667460599,12.469713359124501
10.836255604954761,9.37756858444442,7.280547991225295,12.541448093438591
10.864420840399916,9.401320181176045,7.275943796585786,12.683166254105489
10.89258607584507,9.423602186320045,7.260804878593821,12.818889524181609
10.920751311290225,9.444386389278328,7.256693245841752,12.954390461614805
10.94891654673538,9.46363519874571,7.225481873967518,13.080443361475519
10.977081782180534,9.481301498182315,7.172230905641604,13.18693510757092
11.005247017625688,9.497328666076386,7.118538277778185,13.289459294168475
11.033412253070843,9.511650769384175,7.076585261383312,13.38748438475436
11.061577488515997,9.52419293473313,7.0558287534186075,13.61082773913985
11.089742723961152,9.534871897779919,7.019315628987735,13.735335345906089
