id,year,treated,treat_year,rel_time,Y
0,2010,1,2014,-4,9.355379813155405
0,2011,1,2014,-3,9.106966286707177
0,2012,1,2014,-2,8.649254727628016
0,2013,1,2014,-1,8.75489106003575
0,2014,1,2014,0,10.006076433008921
0,2015,1,2014,1,8.897864887493213
0,2016,1,2014,2,9.414355743775932
0,2017,1,2014,3,10.365267788269454
1,2010,1,2014,-4,9.887037723873226
1,2011,1,2014,-3,9.634989722103322
1,2012,1,2014,-2,10.431294509926586
1,2013,1,2014,-1,10.665459793431161
1,2014,1,2014,0,10.917501322651372
1,2015,1,2014,1,11.764090743537551
1,2016,1,2014,2,12.166194210857935
1,2017,1,2014,3,12.29826756746792
2,2010,1,2014,-4,8.303430553184395
2,2011,1,2014,-3,9.225171572886602
2,2012,1,2014,-2,8.791777597035082
2,2013,1,2014,-1,9.370427394981144
2,2014,1,2014,0,9.64861656371838
2,2015,1,2014,1,10.834011826141149
2,2016,1,2014,2,11.435101016392755
2,2017,1,2014,3,11.925882101023609
3,2010,1,2014,-4,11.213585487138355
3,2011,1,2014,-3,11.014166284996179
3,2012,1,2014,-2,11.00336334873067
3,2013,1,2014,-1,11.796587069531919
3,2014,1,2014,0,11.590361435519032
3,2015,1,2014,1,13.060874288726254
3,2016,1,2014,2,12.962479601719737
3,2017,1,2014,3,14.130303772455768
4,2010,1,2014,-4,9.0448191442985
4,2011,1,2014,-3,9.060561485840166
4,2012,1,2014,-2,9.189711761619206
4,2013,1,2014,-1,10.009505713454208
4,2014,1,2014,0,8.853141872904299
4,2015,1,2014,1,10.8020275854095
4,2016,1,2014,2,11.494232060042117
4,2017,1,2014,3,11.574876145835693
5,2010,1,2014,-4,10.701623161815705
5,2011,1,2014,-3,11.0979776540947
5,2012,1,2014,-2,11.860033549823402
5,2013,1,2014,-1,11.762439389765666
5,2014,1,2014,0,11.697330342009458
5,2015,1,2014,1,12.804067881507422
5,2016,1,2014,2,13.548859544527836
5,2017,1,2014,3,13.948396371476337
6,2010,1,2014,-4,9.83495030006342
6,2011,1,2014,-3,9.308043639772343
6,2012,1,2014,-2,9.810450004729464
6,2013,1,2014,-1,10.363661462278136
6,2014,1,2014,0,10.60510983242899
6,2015,1,2014,1,11.452437663682153
6,2016,1,2014,2,13.015861675209521
6,2017,1,2014,3,12.627586920390787
7,2010,1,2014,-4,10.108510575778812
7,2011,1,2014,-3,9.315496721938349
7,2012,1,2014,-2,10.014040228157612
7,2013,1,2014,-1,10.567287213938474
7,2014,1,2014,0,11.113658495378024
7,2015,1,2014,1,11.284047778975024
7,2016,1,2014,2,12.568266384029574
7,2017,1,2014,3,12.737697724295051
8,2010,1,2014,-4,11.034266605485698
8,2011,1,2014,-3,11.032967055688141
8,2012,1,2014,-2,11.074944582969602
8,2013,1,2014,-1,12.034918866403734
8,2014,1,2014,0,11.556664887586834
8,2015,1,2014,1,12.128173606815777
8,2016,1,2014,2,13.718749392593857
8,2017,1,2014,3,14.27490471245577
9,2010,1,2014,-4,10.054602807731138
9,2011,1,2014,-3,9.497003638119955
9,2012,1,2014,-2,10.563665496673401
9,2013,1,2014,-1,10.650374265246205
9,2014,1,2014,0,11.032157771732088
9,2015,1,2014,1,12.08035078853599
9,2016,1,2014,2,12.255520115969615
9,2017,1,2014,3,13.459016471460219
10,2010,1,2014,-4,10.640981537561734
10,2011,1,2014,-3,11.00277857993306
10,2012,1,2014,-2,11.89851370572515
10,2013,1,2014,-1,11.371016682376261
10,2014,1,2014,0,11.945747788484857
10,2015,1,2014,1,13.461333069662778
10,2016,1,2014,2,13.70989261638171
10,2017,1,2014,3,14.743655761281595
11,2010,1,2014,-4,9.42667238790854
11,2011,1,2014,-3,9.129296161756303
11,2012,1,2014,-2,8.771202589892173
11,2013,1,2014,-1,9.376431425690052
11,2014,1,2014,0,9.922249696093026
11,2015,1,2014,1,10.966653122427235
11,2016,1,2014,2,11.1081917164685
11,2017,1,2014,3,12.623858932479978
12,2010,1,2014,-4,10.446398872780678
12,2011,1,2014,-3,10.304572193134817
12,2012,1,2014,-2,10.27485713322973
12,2013,1,2014,-1,10.82779474178278
12,2014,1,2014,0,11.105705558473348
12,2015,1,2014,1,12.457778012008447
12,2016,1,2014,2,10.77749765986057
12,2017,1,2014,3,12.472202265154081
13,2010,1,2014,-4,12.335443910728323
13,2011,1,2014,-3,11.502414231055164
13,2012,1,2014,-2,12.278341868244446
13,2013,1,2014,-1,12.15763171419764
13,2014,1,2014,0,13.222805197077673
13,2015,1,2014,1,13.479566851330912
13,2016,1,2014,2,13.761761630317944
13,2017,1,2014,3,14.069670015246958
14,2010,1,2014,-4,7.6630014222588825
14,2011,1,2014,-3,7.88926816426855
14,2012,1,2014,-2,7.965732559251811
14,2013,1,2014,-1,8.485591363118857
14,2014,1,2014,0,8.352286511142333
14,2015,1,2014,1,9.612820023052272
14,2016,1,2014,2,10.459061105109795
14,2017,1,2014,3,10.150403046641882
15,2010,1,2014,-4,10.361143931625362
15,2011,1,2014,-3,10.555243168717034
15,2012,1,2014,-2,11.464625875721541
15,2013,1,2014,-1,11.582968806939343
15,2014,1,2014,0,12.30636655920113
15,2015,1,2014,1,12.295158275008355
15,2016,1,2014,2,13.099411979158955
15,2017,1,2014,3,14.411219238032631
16,2010,1,2014,-4,10.040913321339524
16,2011,1,2014,-3,11.302217931266725
16,2012,1,2014,-2,11.40513898870573
16,2013,1,2014,-1,10.803364428031696
16,2014,1,2014,0,12.201500852022118
16,2015,1,2014,1,12.59554288757576
16,2016,1,2014,2,13.009309957763147
16,2017,1,2014,3,13.604553284711134
17,2010,1,2014,-4,9.550774092899966
17,2011,1,2014,-3,10.12643947336573
17,2012,1,2014,-2,10.280873564377174
17,2013,1,2014,-1,10.19922550021337
17,2014,1,2014,0,10.921086925323138
17,2015,1,2014,1,9.996009330038515
17,2016,1,2014,2,12.71858465977972
17,2017,1,2014,3,12.845645700957114
18,2010,1,2014,-4,9.762498443954046
18,2011,1,2014,-3,8.788544740804221
18,2012,1,2014,-2,9.485676598100131
18,2013,1,2014,-1,9.885868671045756
18,2014,1,2014,0,10.797639379976323
18,2015,1,2014,1,11.630028326423766
18,2016,1,2014,2,12.011377005139034
18,2017,1,2014,3,11.915184255417225
19,2010,1,2014,-4,9.039912248803594
19,2011,1,2014,-3,9.70713042818859
19,2012,1,2014,-2,10.292940637042559
19,2013,1,2014,-1,8.719091233756233
19,2014,1,2014,0,10.19836880378308
19,2015,1,2014,1,10.689530503933078
19,2016,1,2014,2,11.399483787639305
19,2017,1,2014,3,11.92185836637916
20,2010,1,2014,-4,8.394784477491696
20,2011,1,2014,-3,8.489933634251612
20,2012,1,2014,-2,7.15777468527826
20,2013,1,2014,-1,7.846230412501001
20,2014,1,2014,0,8.180229100030015
20,2015,1,2014,1,9.288625966589873
20,2016,1,2014,2,9.678197591125329
20,2017,1,2014,3,10.043123814747501
21,2010,1,2014,-4,8.585065459628119
21,2011,1,2014,-3,9.59016446856225
21,2012,1,2014,-2,9.678560581740028
21,2013,1,2014,-1,9.516835627336542
21,2014,1,2014,0,9.421109877056075
21,2015,1,2014,1,10.529176216752651
21,2016,1,2014,2,11.49579669642618
21,2017,1,2014,3,11.972112801926393
22,2010,1,2014,-4,10.542934283117697
22,2011,1,2014,-3,9.329123932445434
22,2012,1,2014,-2,11.963174051940648
22,2013,1,2014,-1,10.58611423567182
22,2014,1,2014,0,12.012691343742862
22,2015,1,2014,1,12.51397043087132
22,2016,1,2014,2,13.11649275698677
22,2017,1,2014,3,12.953337722240214
23,2010,1,2014,-4,9.642091883557601
23,2011,1,2014,-3,10.47158284543716
23,2012,1,2014,-2,9.833669921345052
23,2013,1,2014,-1,10.68394691949779
23,2014,1,2014,0,11.842460650647439
23,2015,1,2014,1,11.635746632986688
23,2016,1,2014,2,12.221319008337804
23,2017,1,2014,3,12.72236580921845
24,2010,1,2014,-4,10.655857397102256
24,2011,1,2014,-3,11.439991546591763
24,2012,1,2014,-2,11.327350381490996
24,2013,1,2014,-1,11.351790067885013
24,2014,1,2014,0,12.378999075642758
24,2015,1,2014,1,12.771305897861694
24,2016,1,2014,2,13.160474129374157
24,2017,1,2014,3,14.783879694471453
25,2010,1,2014,-4,9.68034432217861
25,2011,1,2014,-3,9.469329034695743
25,2012,1,2014,-2,11.096321956178675
25,2013,1,2014,-1,10.506859940682036
25,2014,1,2014,0,11.311888100771318
25,2015,1,2014,1,11.98985008759602
25,2016,1,2014,2,13.008028212313903
25,2017,1,2014,3,13.550927831276471
26,2010,1,2014,-4,10.126398594961387
26,2011,1,2014,-3,10.243333188874592
26,2012,1,2014,-2,10.290439661858063
26,2013,1,2014,-1,10.117693760570473
26,2014,1,2014,0,10.40840181044018
26,2015,1,2014,1,11.543382749133666
26,2016,1,2014,2,11.713791853705459
26,2017,1,2014,3,12.89813300111736
27,2010,1,2014,-4,9.559548570594684
27,2011,1,2014,-3,8.28841466678769
27,2012,1,2014,-2,10.237788538781484
27,2013,1,2014,-1,9.826837781895934
27,2014,1,2014,0,10.456858834200853
27,2015,1,2014,1,10.403072122683012
27,2016,1,2014,2,10.938650414411635
27,2017,1,2014,3,11.693864426193388
28,2010,1,2014,-4,10.072190643750467
28,2011,1,2014,-3,10.743976331781559
28,2012,1,2014,-2,10.721316809358317
28,2013,1,2014,-1,10.757917424491978
28,2014,1,2014,0,11.220111427777674
28,2015,1,2014,1,11.608946934560677
28,2016,1,2014,2,12.696100252605646
28,2017,1,2014,3,14.069919976261128
29,2010,1,2014,-4,9.324696915279263
29,2011,1,2014,-3,10.710817318269298
29,2012,1,2014,-2,10.339899653583238
29,2013,1,2014,-1,10.051928835416247
29,2014,1,2014,0,10.971886328146054
29,2015,1,2014,1,12.43773500560091
29,2016,1,2014,2,12.234755859621758
29,2017,1,2014,3,12.588099459718759
30,2010,0,0,-999,9.96324936723827
30,2011,0,0,-999,9.010068133181289
30,2012,0,0,-999,11.007708320682042
30,2013,0,0,-999,11.191073024426611
30,2014,0,0,-999,11.620134222863562
30,2015,0,0,-999,11.65454309575257
30,2016,0,0,-999,10.869083131666805
30,2017,0,0,-999,11.901671535964084
31,2010,0,0,-999,8.849976877614171
31,2011,0,0,-999,9.738610352322182
31,2012,0,0,-999,9.978879285821947
31,2013,0,0,-999,10.446025458290983
31,2014,0,0,-999,10.021662543796472
31,2015,0,0,-999,10.407660377534572
31,2016,0,0,-999,10.27333849985857
31,2017,0,0,-999,10.040710456367357
32,2010,0,0,-999,10.686118557194918
32,2011,0,0,-999,11.525086615176557
32,2012,0,0,-999,11.051897822408373
32,2013,0,0,-999,10.299652484006971
32,2014,0,0,-999,10.700944957647188
32,2015,0,0,-999,10.159289151312352
32,2016,0,0,-999,10.9357614713652
32,2017,0,0,-999,11.398669662057156
33,2010,0,0,-999,9.733145306985254
33,2011,0,0,-999,8.870872007126609
33,2012,0,0,-999,9.525932052776975
33,2013,0,0,-999,9.756232097209326
33,2014,0,0,-999,10.75467945804128
33,2015,0,0,-999,10.709521011651393
33,2016,0,0,-999,8.937542601481077
33,2017,0,0,-999,10.139980378371256
34,2010,0,0,-999,11.289619825425133
34,2011,0,0,-999,12.415384522368468
34,2012,0,0,-999,12.723918253756537
34,2013,0,0,-999,12.972528983067393
34,2014,0,0,-999,12.25130276026857
34,2015,0,0,-999,12.535872953284562
34,2016,0,0,-999,13.506359277700234
34,2017,0,0,-999,13.772241490335901
35,2010,0,0,-999,9.269463296834749
35,2011,0,0,-999,9.832767895721496
35,2012,0,0,-999,10.738469741465797
35,2013,0,0,-999,8.962610470495367
35,2014,0,0,-999,9.876698187087687
35,2015,0,0,-999,10.249229227726328
35,2016,0,0,-999,10.197164280011394
35,2017,0,0,-999,9.915547397334432
36,2010,0,0,-999,9.217363459502401
36,2011,0,0,-999,8.816758194267578
36,2012,0,0,-999,9.456930332647856
36,2013,0,0,-999,9.641905572405484
36,2014,0,0,-999,8.828142484167584
36,2015,0,0,-999,9.840961395061488
36,2016,0,0,-999,10.51610922790464
36,2017,0,0,-999,10.69402283608846
37,2010,0,0,-999,10.649234509426355
37,2011,0,0,-999,11.497044451686904
37,2012,0,0,-999,11.50636185346398
37,2013,0,0,-999,11.949449541781233
37,2014,0,0,-999,11.491340060797736
37,2015,0,0,-999,12.12619075661364
37,2016,0,0,-999,13.087633916680508
37,2017,0,0,-999,12.225467771493832
38,2010,0,0,-999,10.05145049837547
38,2011,0,0,-999,8.724290511545428
38,2012,0,0,-999,10.380621799128104
38,2013,0,0,-999,9.406810372779107
38,2014,0,0,-999,10.43592548470293
38,2015,0,0,-999,9.960501243130555
38,2016,0,0,-999,10.622479159272386
38,2017,0,0,-999,10.577045896768336
39,2010,0,0,-999,9.898888735732605
39,2011,0,0,-999,10.558259123707142
39,2012,0,0,-999,10.207647483316231
39,2013,0,0,-999,10.908037878839664
39,2014,0,0,-999,11.676216950547543
39,2015,0,0,-999,11.09183292869317
39,2016,0,0,-999,11.919939849943868
39,2017,0,0,-999,12.473669546967958
40,2010,0,0,-999,7.980814131750611
40,2011,0,0,-999,9.065011900511994
40,2012,0,0,-999,9.285828788062197
40,2013,0,0,-999,8.751825521203045
40,2014,0,0,-999,10.22495511533907
40,2015,0,0,-999,10.185598206572342
40,2016,0,0,-999,9.191844132111985
40,2017,0,0,-999,10.627198326101398
41,2010,0,0,-999,11.37897539982399
41,2011,0,0,-999,11.043933206671174
41,2012,0,0,-999,12.224171653356425
41,2013,0,0,-999,11.590309054133265
41,2014,0,0,-999,11.863557158343589
41,2015,0,0,-999,11.1589698387274
41,2016,0,0,-999,11.4533678523354
41,2017,0,0,-999,10.938262025205699
42,2010,0,0,-999,11.284209666473386
42,2011,0,0,-999,11.320563250257912
42,2012,0,0,-999,11.288055498934122
42,2013,0,0,-999,11.393030476217904
42,2014,0,0,-999,12.884580825848433
42,2015,0,0,-999,12.01389749177757
42,2016,0,0,-999,13.077559101262366
42,2017,0,0,-999,12.306965711257561
43,2010,0,0,-999,9.011086678016522
43,2011,0,0,-999,9.504167517527092
43,2012,0,0,-999,9.447955945582201
43,2013,0,0,-999,9.437947768468392
43,2014,0,0,-999,9.956059503413279
43,2015,0,0,-999,10.267013499613398
43,2016,0,0,-999,10.236100714028467
43,2017,0,0,-999,9.484338307172747
44,2010,0,0,-999,10.249350219962952
44,2011,0,0,-999,11.272685868181227
44,2012,0,0,-999,10.336215642146533
44,2013,0,0,-999,10.682270849150617
44,2014,0,0,-999,11.752857747950063
44,2015,0,0,-999,12.27008713496372
44,2016,0,0,-999,12.074943072564524
44,2017,0,0,-999,11.864331604988468
45,2010,0,0,-999,9.224675464134453
45,2011,0,0,-999,8.820777127155656
45,2012,0,0,-999,10.129637744909088
45,2013,0,0,-999,10.435237216156377
45,2014,0,0,-999,10.083887467586255
45,2015,0,0,-999,10.310671328578628
45,2016,0,0,-999,11.018878318453831
45,2017,0,0,-999,10.730486440544936
