choice,time_diff,cost_diff
0,19.672847443385024,9.570470937418062
0,14.768723434741599,-3.592375419846534
1,-6.2671516752648015,7.441957854001242
0,6.222350761075739,0.09900876159686378
0,5.027935717337106,-20.594566964732593
0,14.649870793324077,-12.736515315432575
0,9.39577249154777,14.73025193084646
0,-1.1614962506628235,11.5016546671551
0,3.222280590526627,2.5801236772193414
0,-8.906001633010998,14.16395414440747
1,13.05975343756954,-21.364418963613755
0,-12.72981161697627,25.05132932868908
0,13.1865824338737,28.726033494638504
1,-6.467806020228486,-10.858787631158943
1,-4.582276781584684,7.927954119135685
0,-2.674315197179453,1.8747092469156978
1,-17.4415745694867,-15.039304403792729
1,12.235499877463255,8.614219033698422
1,18.909396008041952,-12.27183435055566
1,-6.444912109123151,0.8318644793150609
0,19.760152362458435,-25.789651800108558
1,12.418091081764913,-21.9299423628186
0,10.009877481127877,5.146516866868611
1,-17.17349523054887,-18.48386755007835
1,17.561501809589576,-12.710316518632476
0,-13.180859676153936,12.385300040499468
0,11.188652376064772,23.295656395002297
0,-16.838806704986702,3.4428896869599845
0,3.355519456878122,-29.840429429495746
0,12.90852122064248,1.7936782728312828
0,-4.452733724888804,28.37973872665183
0,14.00115906253529,-23.24736876815778
1,-14.402223727291808,11.719486764774775
0,18.49880870613211,27.90708607230263
1,15.07468252990166,-1.987132616921039
1,14.011850910459977,-8.375214437806594
1,12.412509104935342,7.815398096798985
1,0.939078312686914,-4.191498300607854
1,-9.443489767145241,18.968138943136225
0,7.820278585319884,4.996400586446697
1,-6.384665005745576,-5.748062949009524
0,4.207763936703128,-3.849638125229926
1,0.9077251382240048,0.5203556362667916
1,17.38413897686285,16.0123161907717
0,-7.448954299770212,16.686179319062052
0,8.739851386172761,-8.169809127853211
1,-10.936411832232587,0.6137516452229685
0,-19.52046433800145,9.912432706490446
1,19.570271572721076,14.90012609719884
1,-18.26500391763649,8.20573130992408
0,-2.986515836057566,-22.494330883381647
0,0.29637422224570553,-3.0857260588343682
0,2.8578660597320127,27.199054708739595
1,-14.9566212125934,-1.3531687655718416
0,3.3117762334317424,29.33059793183659
1,-12.319525759907224,-2.6696626898003606
1,-12.574196358940565,-28.72043702485671
0,18.560251771929657,10.020229805933631
1,-19.530915448409253,-1.5948641585463652
1,5.866802164070557,-21.90191332598105
0,-14.263014197553208,14.396110189674191
1,-10.255028260502845,-0.8192747013881596
1,-14.690955002160058,25.362545506016755
1,-4.413670271897279,-14.425914471157789
1,17.676529151222915,-26.95575697260744
1,-12.069998726070494,-19.72405176067992
1,-17.685103233908603,9.292088513965659
1,12.552317586434203,-27.344782158856262
1,-16.78295366451262,-8.771637351427708
1,-8.223212597794989,8.619659126189472
1,13.456953622294314,0.5182155586341053
0,-9.876380150594922,19.752511141526966
1,-5.599858341088826,27.14992625956301
1,-8.00557852189546,-18.273940501012895
0,6.079355401869391,-28.15470194239837
0,6.34826314270434,20.456504169129325
1,2.1882555378618074,-14.638302185687559
1,-17.823641730875615,-25.476376218269245
0,-8.452156405696716,24.267159330529854
1,3.4530489756278993,-0.09640032426411427
0,-1.4283924563251071,26.407466017467243
1,0.07324405952185309,3.732143547086366
1,0.8110984181187586,-16.68182682779458
1,-1.652037633503558,-3.014870274376724
0,10.518147830316519,-3.1452430807980303
1,5.683055490277384,-21.215563322886133
1,-7.9449205528545574,4.506675356272183
1,-1.51749713361224,-9.224852175430131
1,-18.172514901355562,29.865039616660546
0,17.26955370776225,28.235437195041612
0,-15.887441507111465,-8.555529288115194
0,-12.137592777763665,5.6405403555914635
1,-14.38413785024741,-25.24189779752371
1,-17.4243656245446,-13.08430883452224
1,11.256659885720532,6.505900070529325
0,14.409720830340703,20.409765168261515
1,7.469268327095797,-28.934513827607606
0,7.284581694614771,26.925735640817486
1,4.9980550511900335,-20.942919726102602
0,7.129527793008177,23.665763137020683
0,18.105900549616322,18.32585553044896
1,12.38033535401219,-18.737710602102574
0,-1.098302435503249,4.334250100480808
1,5.815408847639865,-23.987854756319713
0,12.776664563574162,-17.863989782454126
0,-7.542962743023578,14.722220326554778
1,9.067202613378589,16.370003686814044
1,-9.81186666263207,-3.806535890388465
1,1.672253845889209,-0.31602403829609216
1,-6.4052694528171195,-6.7184083275205015
1,15.523641995689697,-23.562272373060523
0,-18.562235806887465,-0.09753327719373317
1,-9.576330848452933,14.198107302709799
1,-1.9842710653922202,-3.5215095671918872
0,1.1743512259769284,11.735873316581099
0,16.2329073121661,-1.3844488179642611
1,-11.845363659008687,-14.889500041072687
0,14.608666331399437,-24.89799326318048
1,-10.80846382451095,-18.809559856359105
1,-3.175358709896403,-29.281382129952036
1,-17.25807787696558,0.749876492503061
0,-4.697332926696487,24.956543818481343
0,19.397765345794635,-24.805061704891788
1,12.863835481388062,22.69396136377244
1,13.387090804458467,10.523944447723615
0,-5.147823284590998,-10.531437577638423
0,5.256066298614983,13.445835889918873
1,-12.506996990872686,17.098175024238856
1,-0.13144010774992942,-29.065123899333884
1,0.43344085602401883,-22.24732304833389
1,-19.812124359188825,1.0411921986009531
1,10.569662027022835,-23.44039245056401
0,17.383144467585563,-10.112369396894131
1,-11.382872443418094,21.800751930195233
0,7.123422780035984,15.099776469731253
0,-8.002183537712707,26.42763767882292
1,11.131429101644553,-9.636163190941105
1,6.190034454222446,-2.853798408897734
0,19.81567262027007,-19.62851101663242
0,-16.48071256254759,-8.633724267062332
0,12.565448914321294,-0.5626399893933387
1,14.648338087767296,-19.931470499546833
1,1.7124947640932886,-10.978853309959614
1,-13.154789366784385,-24.969976702913915
1,6.58689819655093,5.75391463792613
1,6.689346447877478,5.8516975793999055
1,16.59725888144503,-15.406983541397029
0,8.801458900030216,8.456026179304006
1,-7.940043424087135,-18.590501239508225
1,-15.355584527604393,-14.666217158094383
0,11.67850228109625,21.725103850506805
0,11.155758758095647,8.561328179704441
1,14.18841031927775,-11.625387563552042
1,-1.8820986320214628,-14.91360490964942
1,-19.755780740335,-13.617603789388745
1,15.449614684252634,-25.17524238662724
1,-2.7862378851665204,-8.500753260726896
1,19.18002867620036,-29.578438301903784
1,-18.73669779916767,-2.0367439284574984
0,8.891136817833093,-21.350127658812628
1,14.445005035056804,-27.90119320088605
0,0.9060821433108401,-12.77505900574706
0,-14.778955470544858,-26.537693770174457
0,14.922281795661242,27.543363826185136
1,4.945105258772617,24.730438031674
0,3.3659610995358102,-7.928015820564724
1,-9.279987302551165,28.934566882104836
0,18.318327368235995,-28.634038189436172
0,-0.8024606643547472,23.40298463785439
1,4.575590712980593,-25.518073781359874
1,7.0530567168436065,-14.320917533984199
1,-9.320100950585267,-7.756157356642747
1,2.1263634210825666,-23.791574420276635
0,6.895084981597179,1.4557143200010958
0,8.884022300781034,23.515193020410436
1,6.3600708711172915,-8.691451788172015
1,19.066539317853064,-9.273305842920895
1,-13.559704205480575,3.3392951696334405
1,19.070906594347413,1.2933360249057846
0,-2.3743839241260467,-19.90895176783523
1,-5.74111803300434,0.6738965212011427
1,-19.282887039594105,9.278169685579872
1,-7.7474626687565395,18.577021267715974
0,11.81141971196077,26.349235823611636
1,6.183818439431632,7.4533235383055985
1,-15.278840282070579,13.199262108665458
1,-16.81768985629606,-2.0267548851854578
0,4.118548546153615,23.297527707939093
0,4.667725464847718,-24.688089631662418
1,-1.0866511606985796,-7.552273723752978
0,-12.448164790091564,4.449141674167674
