X,D,M,Y
-1.8423062704626185,0,-0.6657441180997983,-2.103730003012337
2.395372167236046,1,1.9179715354148719,1.336814681254625
1.4985451143395925,0,0.5657464287172114,1.3397110625973503
0.18312199618126582,1,2.220123686097006,2.3348791699619422
-0.005605339003264786,1,-0.2985414492078393,-0.6828268918001345
1.296765406943076,1,0.5150282363628031,-0.22203138408438905
-2.1196576840883377,0,-1.600837886798669,-0.7190277802128724
-2.286675971522895,0,-0.8681721332277925,1.0234018097312214
-1.5848518825358535,0,-0.21501782686362986,-1.2879315860284226
-0.35242317691256064,1,0.3657456508289229,1.3429650727265077
0.4789218015715747,0,-0.7302400776719653,-0.003945173581718399
-0.42517420196823213,1,2.3414110883614794,-0.09337980447410166
0.7674353736782917,0,-1.2962526844708018,-1.3659459799846179
0.8357659406874465,1,1.5389832237448793,0.5996610655027156
0.13984899912786405,1,1.1061769387382703,0.2855617987348335
0.6330278409002228,1,-0.09920647350045697,-0.9522477366765656
0.2372347755409922,0,1.8202541754669785,1.1362794685831181
-0.6986185112390382,0,-0.14728837194396552,-0.5878202300136081
-1.2270735279830782,0,0.2764967794650612,0.19980970622212413
-0.938991837665052,0,0.5270449999542322,-0.7059106528258798
0.5044902017393607,0,-0.41121097520219857,-0.9009860393109876
-0.7622977499636778,1,0.7800081318204413,-0.7965369598896198
-0.004998154071552925,0,-0.40280183716970974,0.7411306876957441
-0.6486198165970867,1,0.43572362861672265,0.9508005527293151
0.5221707082484524,1,1.1498722963953472,2.643614201075989
0.5243490887516663,1,1.176847656869171,-0.6793853071539231
0.305911258013374,0,-1.1354169168930575,-0.38158811007093996
0.5521157290343212,1,0.7185561265736893,1.7016808536574095
1.322939516208067,1,1.7672662353456947,1.2944895480834415
0.5241011119237174,0,-1.1258165833040865,-0.9724263830577748
0.10249523939269362,1,0.666361921490524,-0.17464779800624552
1.2889426809951938,0,0.38489420778906475,0.3778421796934839
-0.32350858703057983,0,-0.6969622441098827,-2.7774650076273497
1.4175171193838616,0,1.796691652613025,3.2585946543055777
0.020727745370832468,0,1.0440970799606617,-0.5073530764083521
1.1563760868428954,1,-1.0505359260823048,0.09205820361637274
-1.0728154604562072,0,-1.2026718355492068,0.6575189641521448
0.23526920950941582,0,-0.45549468666674064,-1.031839567397308
-0.13324610740725407,0,-0.49278717450405113,-0.5109760439642923
-0.2749455558491753,1,1.315226771597751,1.3226787647244178
0.9646423478208305,1,0.6483293837331028,0.9217342130978811
-2.548085333278989,0,0.6597821420136918,-1.1238693080583224
0.14968609173141065,1,-1.0442460128708468,0.29125996306820834
0.33409504099664816,0,-0.6197367309129264,1.223112784735425
-0.7046167874161996,0,-0.1303780100508934,0.06382335290631058
0.9523046927483876,1,1.4916125056218097,1.8337061071597072
-0.5013630618653662,0,0.7098789151234387,-0.7560124865134934
-0.1086540773073753,0,0.36230222431652637,0.15429532691899114
1.0154577141500278,1,0.17303758064012387,1.1738135809932098
0.42026939403455665,0,-2.024428295290117,-0.5703310827727054
-0.9099487014778616,1,-0.01970883596321879,-0.6476145294123591
0.1035263775180651,0,0.1078186306051275,-0.552503459060881
0.3931097035588979,1,1.6696578114250888,0.7257715197544952
-0.0078166425441033,0,-1.2879133690744873,-0.481237985523982
-0.307090635517386,0,-0.7181125616074616,0.7685960762081496
0.28408187116161304,1,0.8814974563743161,2.199430730547064
-1.169731449420537,0,0.2023507402002202,0.042478813553512684
-0.564918719506299,0,-0.05167182804405869,0.9722108298024048
0.1415041955910454,0,0.6524121159860538,0.27507344315524523
-0.5755990641072486,0,0.04383221397360046,0.006433227998863811
-0.08094340160092171,0,1.1365891799179926,-1.0092092984639507
1.8459046214538204,1,0.008008008531078747,0.7709236666781257
-0.13064488818365408,0,-0.706411343306062,-0.5469277113441444
-0.2431544871243431,0,0.8720175833284638,-0.04293094090123656
0.7033301258063122,0,1.0568713546106148,0.1794198974468637
-1.2826975818746131,0,-1.3080060532796773,-1.2583848624283942
-0.2856105694360918,0,0.17031936168217832,-0.13689942259858953
0.42088340212563663,1,-0.643828551744803,0.29886868684271173
0.3136259650047326,1,-1.3541200068993928,-1.1471415856750533
-0.5455954678012662,1,1.563200959308257,2.184253396456702
0.822841742307838,1,1.1299755691857336,1.82475931893899
-0.038295577161212555,1,0.6700643875847843,-0.7356799777176489
0.7601645529542038,1,1.1254234789483186,1.322455251010179
0.5482041050629866,1,-1.440562626088311,-1.888528294937946
0.14560500546787616,0,0.7253542420668871,1.555880347609029
-0.17043993996920626,0,0.2088878314613943,0.9668770603629537
1.34950862689906,1,-0.4510295609940054,1.3962241246538594
-0.806999330734744,0,-0.012992735159660956,-1.4580145983376707
-0.8639818922768576,1,0.383634449540137,-1.1237289234047483
1.1171696792793078,1,1.4177896513262973,0.9252226881136241
1.0294803190031316,1,1.5858446859965198,4.911456076592043
0.011621914113703825,0,1.3238729887390797,0.7476411255286028
0.08596178723486848,0,1.3906632281374682,0.16060348557690018
-1.4292365519874959,0,-1.1109083657696301,-0.06990090827810702
0.30408716511939443,0,-1.5207188571462453,0.1526049582751211
0.07750470226500289,1,-0.051764580296781215,0.3815544746223531
-0.3589282847632329,0,-0.7910795762520872,0.10729791564457714
0.5374577488445706,1,-2.2390178636148166,-0.44579096319349615
-0.3122035962881731,0,-0.03453749792747885,-1.210221851951859
0.8947891146930311,0,-0.286663381592474,-0.19178436604518678
0.925835995863187,1,2.0276408092659413,0.2557632571886548
-0.5697089166029056,1,-0.17759167800471587,-0.8376886522092819
-0.24611483186025152,0,-0.8418897889996537,-0.18812791815219493
1.1453554197239288,1,2.0798619383068466,0.9931747027939323
-0.30963862697385114,0,-1.429022263236394,-1.102679979332156
-0.36017641475666134,0,-0.08949604920322463,-0.0339587240816977
1.4709941475991801,0,2.0412652627953713,0.23725846712430054
0.7681132410370473,0,0.9132755391801287,-0.26739278124287447
1.6356395308368161,1,1.0635571631919687,2.347944197599394
-0.8140221604373211,0,-0.0732458403162766,-1.1755527073970953
0.48138909669172364,1,0.07718690181014254,-0.5735671888975087
-0.513363355612749,0,0.3484773851097519,-1.209736653072183
-1.6295504993410106,0,-0.553817494478706,-1.7536633082361592
-0.8190928277452513,1,0.8651282199697963,1.0209913644335258
-0.9274562869393076,0,-1.9410909503375622,0.0540111567139947
-0.03864943427088787,1,1.486922597067599,3.001236940099667
-0.9555722461883535,1,0.44956743464147975,0.8100086755766678
0.8757621858345987,0,0.39464546770835907,0.1899746581960729
0.1798355136920556,1,0.46806671671326705,0.9518637032534801
0.5331267181772471,0,-0.12258384489324478,0.7104103312126326
-0.15052664111447298,1,-1.1737052912093335,-0.7830756633495888
-0.6099567609246492,0,-1.7644098775637769,-2.0847047375379386
0.09591845618144954,0,0.757751869402394,-0.35730215742129573
-0.5482599104374143,1,0.3591552743309558,0.4008656803083479
0.9558849966327841,0,1.6905108738705916,1.3528685881585125
-3.6046757076629663,0,-2.1408634960959727,-3.6100934933904343
-1.415266497075948,0,0.3213936298331356,-0.3039330734759509
1.3335036469961807,1,0.22565841171001555,0.4811837059015598
2.0038805274642844,1,-0.7473658861837054,0.12983641945428526
-0.06217883188203144,0,-0.8350627375641586,0.564546968372245
1.0896764424965295,0,-0.3832202208417505,0.9615239244660994
0.44825613440291945,0,-0.9566395214061689,-0.45007643727936647
1.3786031001629793,0,-0.7478798280045766,-0.7782458607703431
0.6921264086694593,1,-0.21080787598985473,0.3928922194644482
0.05651596664352616,0,1.178017802461146,-0.6351494954667658
-0.527667263498446,1,1.102004148731802,-0.1432142678413693
-2.2901386622209428,0,-0.5308824095233106,-1.9402823192152763
-0.09371983104034946,1,1.6433653714436278,1.2916142946084785
-0.041186347021015104,0,-0.06901822102453645,1.2424110934948938
-0.288257557054492,0,-1.5495042925474054,-1.811495451521141
0.35146005067959757,0,-0.0005613106087682118,1.1495739662387843
-1.1151496532734477,1,1.2645552690346662,1.4083198964948949
0.20591737054643167,1,0.5544941527678404,0.08582210589142908
0.698399534661473,0,0.407396803390145,0.6419381318626787
-1.1189165822743468,0,-0.909406247021485,0.11746978640463723
0.8327120742961543,0,1.3649098921966734,1.7624217673693692
-0.9431362853415828,0,-0.41514079203455484,-0.28550685239773593
-0.9549378111582368,1,1.0119601486086003,0.9022280919623331
0.46382760285077473,0,-0.23788847792661386,0.131336328791988
0.3005134652863796,0,-0.2756341216803063,-1.746607254922204
0.547308969809952,0,-0.30544836538452214,-0.5348626783610119
-0.6751075985755993,1,-0.7344442073400512,-0.6473211688189017
-0.26660019027439463,1,-0.21548336146483293,-0.26098425417481097
1.1570143274729534,1,0.28612182422776355,0.6031776429183859
0.750843682660036,0,1.2303693933323747,-0.38455439386867707
-1.4198607226410265,1,-1.5728275589714935,-3.2566727413727117
0.7027484972133777,1,0.24653931124268308,0.293828975132716
0.5085906120913855,0,-0.01530694239342928,-0.5850334866015886
-1.0949585092566825,1,1.5855524344255376,-0.09317377689250927
0.5013143387241614,0,0.27665023280788237,1.379302170862923
0.08939840983144766,0,3.2336635748656057,4.024269615237114
-0.2830674497937768,0,-2.163951802405761,-1.004227555727356
-0.2925807958978059,1,-0.02877978459316638,0.31628272042610783
-0.31360358569722596,1,0.20721472625057288,-0.8186517081400468
-0.2712446428056165,0,-2.0479549160084938,-0.07196936922896136
0.48008611812591506,0,-1.0025069621666116,0.23429313052017575
0.3889543001487989,0,1.1901665758362792,-0.07633210942515589
-0.17434182817880786,1,0.18992117992029273,1.556972143677509
0.06938102204072527,0,0.2628741232449012,0.488914931115593
-2.980774168528521,0,-0.7425387537877315,-1.0846144429020594
1.264376490953896,1,1.1746758218540412,2.011554996794099
0.31849857330868186,1,-0.2517105989185351,-0.30464080725143833
-0.6156894505577337,0,-1.308120563560251,-1.0210690626044077
0.756375789023558,1,-1.5695936356397397,-0.26013057601553846
-1.5915316172760885,0,0.43226262022844997,0.468838042860207
-0.5972679026842714,1,2.0072273396595572,1.110816269249396
-0.1968837567930226,1,0.6219892787671988,0.791073578243638
0.4266576610681099,0,-1.0575809597537045,-0.26958423144013494
0.891435553962996,1,-0.6305356356242591,0.28281680146625227
0.45413291139353296,0,0.7361576386450011,-1.4130757242212202
-0.9382525880500838,0,0.09940031251335552,-1.1355619483565913
-0.8669444393467073,1,-0.7933844723060655,-1.1449288771563129
-0.1862866236993986,0,-0.646314399940505,0.2552505552576515
0.7481497350705955,1,-0.25262043703877457,-0.8263843737404131
1.5197701527785292,1,0.17639611009933365,1.3951391173991943
-2.0279286537941212,0,-0.9572387072964694,-1.1042249735025984
-0.26937351374043067,0,-1.403366464056292,-0.28637747657768364
-0.48705011344043064,1,0.5078038397288789,1.3575866663162666
-0.26714354602797363,0,1.0555652255398376,1.2725466510657966
-0.42239438854826544,0,-0.46428859245599285,-0.16247864057720182
-2.6069715242373186,0,-1.5467477660066216,-4.313262598331146
2.003512003458026,1,0.5623558688139751,1.9864394032136743
1.793810316977861,1,0.6533031767558437,-0.8605536933771192
-1.2705075809688453,0,-0.42584659482721954,-2.189836344514074
-0.2935961265233619,0,2.6549010147906342,0.20526497505886032
-0.8255987514653363,1,0.09150013312345637,0.8729977248145133
0.19119498165437912,0,1.3924412235523282,-0.35661528189605995
-0.2296617692747048,0,-0.22037690285535205,-0.29432219058073217
-0.6998093220303618,1,0.2714687962788745,-0.8545882287841275
-1.1679633400768892,0,-2.196482949805158,-0.3036875705198918
-0.49394240058998434,0,1.0092228440389812,0.8953509005417084
1.1162556172782825,0,1.7741248433135235,-0.8765955676241663
0.8930478436338347,0,1.3516505942322383,0.68510907539557
0.16959793482686575,0,0.34952545102023846,-0.05701420653869696
-1.2218535657340726,0,-0.9938879722149363,-3.9321567081362128
-0.2057208863409191,1,0.7346994815487153,-1.4452029056853488
0.5275200730061358,0,1.9976212936195488,-1.0181598082485657
0.2801522840065657,1,0.7258997352901169,1.2815814193646862
0.3562088983440356,0,1.5956945923758201,2.0985398763270013
0.3734507695473236,0,0.23905442127667698,-1.3157285265279461
-2.4541699317972014,1,-0.6526762229301741,-1.4494333646510826
2.413930307193221,1,1.17209404357764,0.4468371414108725
-0.7401893253444315,1,-0.5221921092532696,1.5458916275734649
0.9129648907976481,1,2.21928717065763,2.6193631362700285
0.7155230650545645,0,0.9536954644443187,0.09475804751098327
0.7205677172854684,1,-0.09395257628897158,-0.24670712955595175
-0.8057423522076466,0,0.4790187748681446,0.6262499306211059
-0.029552741517605167,1,0.3240971417047522,0.4541237946574119
-0.6567107498495864,1,-0.5125387317329494,-0.6735353518743888
0.6022711739095334,1,-0.6079393724990552,0.9993701908050087
-1.073554674274684,0,-0.3395727421935517,-1.177537099963402
0.2269993220307927,1,2.7648178753951878,1.0135978614556678
1.3440267843300855,1,0.28977810349194366,-0.12767337944618762
-0.2694012509914136,0,0.7287838411653733,0.7113580986465969
-0.29825650028917683,0,0.9803649022547708,1.1377196909684317
-0.4961628985278876,0,-0.3318393512861282,0.46672125291222266
1.1701528811827877,1,2.506188681904084,1.6285213624258164
-1.028590968161063,0,-1.2654277814679642,-2.2673106919521033
0.13967733081795466,0,-0.41223810013830925,-0.8947726518403908
-0.4856049993835809,0,-0.554580850540906,-0.3067865972231165
-0.8367256265955498,1,0.9365259865344879,0.9032438033198733
0.01769238891993856,0,0.633673364719237,-1.3410491901837143
