X,D,Y_sharp,Y_fuzzy
0.9836423721692511,1,2.7879518223886413,2.7879518223886413
0.73843617173708,1,1.823112949331354,1.823112949331354
-0.3133575837632401,1,1.3463984829321891,2.1463984829321894
0.31111753805378695,1,1.1633056129841732,1.1633056129841732
0.2513967858668553,1,2.9025638482191725,2.9025638482191725
0.7324935396662038,1,2.060570434907033,2.060570434907033
0.46978862457738857,1,3.289311255841057,3.289311255841057
-0.058074812533141174,1,1.1838496760072437,1.9838496760072437
0.16111402952633136,1,1.7899001225868227,1.7899001225868227
-0.4453000816505499,0,-0.04920075706874427,-0.04920075706874427
0.6529876718784771,1,2.1247591081650246,2.1247591081650246
-0.6364905808488135,0,2.060963075204289,2.060963075204289
0.659329121693685,1,2.2480933205130573,2.2480933205130573
-0.3233903010114243,0,1.2183666722518613,1.2183666722518613
-0.22911383907923422,0,1.522793948799439,1.522793948799439
-0.13371575985897266,0,2.5809923226247893,2.5809923226247893
-0.872078728474335,0,1.3967158587072874,1.3967158587072874
0.6117749938731627,1,2.3896652395798537,2.3896652395798537
0.9454698004020976,1,2.6242630674385072,2.6242630674385072
-0.32224560545615755,0,1.2920656371609067,1.2920656371609067
0.9880076181229218,0,1.9024908899644941,1.1024908899644938
0.6209045540882456,0,1.123912606028214,0.32391260602821426
0.5004938740563938,1,0.7934253184350342,0.7934253184350342
-0.8586747615274435,0,0.6251362870716267,0.6251362870716267
0.8780750904794787,1,2.4424027522149556,2.4424027522149556
-0.6590429838076968,0,1.255235985655367,1.255235985655367
0.5594326188032386,1,0.788749511213322,0.788749511213322
-0.8419403352493351,0,2.279674980061928,2.279674980061928
0.1677759728439061,1,0.8996869683479398,0.8996869683479398
0.6454260610321241,1,0.4796491947100403,0.4796491947100403
-0.22263668624444022,0,-1.7104050403570135,-1.7104050403570135
0.7000579531267646,1,0.39849201524058153,0.39849201524058153
-0.7201111863645904,1,-0.11497668387761428,0.6850233161223858
0.9249404353066055,0,2.7834101003034526,1.9834101003034528
0.753734126495083,1,1.7652069591007868,1.7652069591007868
0.7005925455229989,1,2.276699359146838,2.276699359146838
0.6206254552467672,0,2.6883854638096265,1.8883854638096267
0.0469539156343457,1,-1.468655443129187,-1.468655443129187
-0.47217448835726206,0,3.9247049348976897,3.9247049348976897
0.3910139292659942,0,2.400823419618682,1.6008234196186817
-0.3192332502872788,0,0.9605143046439456,0.9605143046439456
0.21038819683515642,0,1.4260832329345647,0.6260832329345647
0.04538625691120024,1,1.7133157988936196,1.7133157988936196
0.8692069488431424,0,2.8939666044381616,2.0939666044381617
-0.3724477149885106,0,0.6964466391374292,0.6964466391374292
0.43699256930863806,0,2.5608049546234803,1.76080495462348
-0.5468205916116293,0,1.1320246193505896,1.1320246193505896
-0.9760232169000724,0,1.4982636878026672,1.4982636878026672
0.9785135786360537,1,1.334833898950738,1.334833898950738
-0.9132501958818247,0,0.10284577659260485,0.10284577659260485
-0.1493257918028783,0,0.3114536944944739,0.3114536944944739
0.014818711112285277,1,1.8119583669404689,1.8119583669404689
0.14289330298660063,0,1.6719572713277262,0.871957271327726
-0.7478310606296701,0,1.049508680121292,1.049508680121292
0.16558881167158712,1,0.21284837888177788,0.21284837888177788
-0.6159762879953612,0,0.7007270499791414,0.7007270499791414
-0.6287098179470283,0,1.4762792446415176,1.4762792446415176
0.928012588596483,0,0.7967923847966798,-0.0032076152033202465
-0.9765457724204627,0,1.746680111895699,1.746680111895699
0.29334010820352785,0,0.7773548766153253,-0.022645123384674726
-0.7131507098776604,1,-0.01941346564837998,0.7805865343516201
-0.5127514130251423,1,2.3872620934919686,3.187262093491969
-0.7345477501080029,1,0.9938539632043941,1.7938539632043942
-0.22068351359486393,1,1.5985151793196355,2.3985151793196353
0.8838264575611459,1,2.707247633469031,2.707247633469031
-0.6034999363035247,0,0.8991533798591519,0.8991533798591519
-0.8842551616954302,0,0.5838456861363885,0.5838456861363885
0.6276158793217101,1,3.184919206546992,3.184919206546992
-0.8391476832256308,0,-0.6727893427186175,-0.6727893427186175
-0.41116062988974944,0,0.9794935756881654,0.9794935756881654
0.6728476811147157,1,1.9583954227890437,1.9583954227890437
-0.49381900752974617,0,0.0418183385111891,0.0418183385111891
-0.2799929170544413,0,0.38430936509764446,0.38430936509764446
-0.400278926094773,0,1.1991421166757155,1.1991421166757155
0.30396777009346954,1,2.385962043654611,2.385962043654611
0.317413157135217,1,1.060202068877596,1.060202068877596
0.10941277689309037,1,2.472203241561373,2.472203241561373
-0.8911820865437807,0,1.2605517144584724,1.2605517144584724
-0.4226078202848358,0,0.1902305186070824,0.1902305186070824
0.17265244878139496,0,2.463837359659336,1.663837359659336
-0.07141962281625536,0,1.4372252492940878,1.4372252492940878
0.0036622029760926544,0,1.9234112603183242,1.1234112603183242
0.04055492090593793,1,1.7054157972029589,1.7054157972029589
-0.0826018816751779,0,0.5849468177463166,0.5849468177463166
0.5259073915158259,0,2.3136810722835213,1.5136810722835214
