模拟编号,普通标准误t统计量,稳健标准误t统计量
1,-0.18344862337137743,-0.19648730970836714
2,-0.6789166845223561,-1.0272603239965166
3,1.6116172963296607,2.0029587913661246
4,0.8457777674260923,1.2292894453528913
5,-0.10896894925574613,-0.1349563114121814
6,-0.4712619101959735,-0.6135737054929981
7,-0.44124971467573587,-0.46730380463961607
8,-0.44735585156677155,-0.49118599348602027
9,0.31986137147184185,0.3894842838678248
10,-1.2039657616459252,-1.0006298861550336
11,0.4366863990083483,0.4403542962017766
12,-2.033079856240698,-1.858007374938075
13,-0.33253721009267945,-0.3717567409078522
14,-0.649608324029275,-0.6340522478255944
15,0.9194049091510197,1.033486205076061
16,-0.721135731621602,-0.9460569014663073
17,-2.473365664229264,-3.03254311352864
18,-0.39522106061097945,-0.6373308350293551
19,-1.9940259839096859,-1.9256901714081163
20,-0.5090388004727489,-0.6098785923094464
21,-1.4216904798299737,-1.2538304764861674
22,0.04267822553200763,0.05505833036990989
23,1.3144995339843868,0.9599534693143515
24,-0.9247441449746283,-1.1215921777608573
25,0.5827397251159145,0.369005692846094
26,-4.2883044132625265,-5.337257444023311
27,0.18233535676419607,0.19282990336189892
28,-0.9059768270885257,-0.7443601232665549
29,1.8826871307443411,1.6753064120439543
30,-1.343020706342215,-1.3178308110182322
31,0.9922231136810328,0.9017024671749788
32,-0.16441196952510903,-0.17833572804312978
33,-1.9591944354689415,-2.967277074481808
34,-2.0260243823240813,-1.871751990471821
35,-1.0121912881444601,-1.257960251035677
36,-6.0479856652337665,-6.978225750345547
37,0.31026556043399095,0.3480951153872864
38,0.464352609706613,0.5056302202533587
39,-0.11360327610653365,-0.11302835390026954
40,0.5139952953710214,0.5251174306406815
41,0.4095242309837,0.41641891937570547
42,0.9102640278353608,0.7009289984494528
43,-0.2351033899873734,-0.2671684771956476
44,-0.8628330025827252,-0.8818840579960512
45,0.5783296934051312,0.5211696583033121
46,1.4489865512603721,0.9705744885978245
47,-1.6575318545132987,-1.7414950996780731
48,2.176922595288277,1.4063964629803298
49,-1.6332063083288557,-3.198076148449924
50,-0.7806713758755935,-0.8798001170562137
51,0.7418186943602538,0.7645838867787274
52,-0.6033215318415507,-0.46311218148976746
53,-0.17150658518435988,-0.14505324675378764
54,0.8962624206998802,0.9298516641700438
55,-2.412388230440007,-2.1858207972147894
56,0.37522192468016524,0.5968786405426484
57,-1.1058455211697666,-1.0789051424181542
58,-3.0274228036502953,-3.881209434755213
59,0.19310205141307288,0.22808578204425636
60,-0.011293764499854652,-0.009706101247502284
61,-1.0354503360313714,-1.3078301954010456
62,-1.559350060753414,-1.472782973520904
63,-0.16888541641507923,-0.1913795058606127
64,-0.44050441927752043,-0.44221619137080276
65,-0.6920954842966802,-0.7474077541190299
66,1.5540823741947505,1.3379293199983746
67,0.6622730807203818,0.6731607256537054
68,-1.8767862232205168,-2.4719509404564035
