带宽,LOOCV_MSE
0.18,22.91157474591189
0.21833333333333332,22.941764189187314
0.25666666666666665,22.938014895483878
0.29500000000000004,22.910708956234004
0.33333333333333337,22.864222999423184
0.3716666666666667,22.8049928610997
0.41000000000000003,22.741236138190953
0.44833333333333336,22.68023105330774
0.4866666666666667,22.626933364608444
0.525,22.584054904439874
0.5633333333333334,22.55273136307617
0.6016666666666667,22.53319316894739
0.6400000000000001,22.52524047757713
0.6783333333333335,22.528520014828434
0.7166666666666668,22.542660212508
0.7550000000000001,22.56732131602229
0.7933333333333334,22.602201416456325
0.8316666666666668,22.647023670818026
0.8700000000000001,22.70151849892597
0.9083333333333334,22.765407289025134
0.9466666666666668,22.83839003316381
0.9850000000000001,22.920137247408714
1.0233333333333334,23.01028566392715
1.0616666666666668,23.108436939751815
1.1,23.214158662483666
