"x","真实条件均值","NW核回归","局部线性"
0,1,1.25370803199423,1.07890134143543
0.00628930817610063,1.0125786163522,1.25721278587196,1.08759207111723
0.0125786163522013,1.0251572327044,1.2608642222899,1.09641207314622
0.0188679245283019,1.0377358490566,1.26466790420075,1.10536230809441
0.0251572327044025,1.0503144654088,1.26862942152575,1.11444349370879
0.0314465408805031,1.06289308176101,1.27275436721844,1.12365610376809
0.0377358490566038,1.07547169811321,1.27704831092776,1.13300036842316
0.0440251572327044,1.08805031446541,1.28151677027911,1.14247627595884
0.050314465408805,1.10062893081761,1.2861651798324,1.15208357590077
0.0566037735849057,1.11320754716981,1.29099885782223,1.1618217833781
0.0628930817610063,1.12578616352201,1.29602297083554,1.17169018464133
0.0691823899371069,1.13836477987421,1.30124249663764,1.18168784362564
0.0754716981132076,1.15094339622642,1.30666218541578,1.19181360944182
0.0817610062893082,1.16352201257862,1.31228651977117,1.20206612467143
0.0880503144654088,1.17610062893082,1.31811967385268,1.21244383433852
0.0943396226415094,1.18867924528302,1.32416547208814,1.22294499542838
0.10062893081761,1.20125786163522,1.33042734802916,1.23356768682293
0.106918238993711,1.21383647798742,1.33690830388163,1.24430981952457
0.113207547169811,1.22641509433962,1.34361087134337,1.25516914704273
0.119496855345912,1.23899371069182,1.35053707441092,1.26614327582317
0.125786163522013,1.25157232704403,1.35768839484664,1.27722967560597
0.132075471698113,1.26415094339623,1.36506574101186,1.28842568960711
0.138364779874214,1.27672955974843,1.37266942077131,1.29972854442784
0.144654088050314,1.28930817610063,1.38049911915391,1.31113535960775
0.150943396226415,1.30188679245283,1.38855388141649,1.32264315675015
0.157232704402516,1.31446540880503,1.39683210209652,1.33424886816232
0.163522012578616,1.32704402515723,1.40533152055919,1.34594934496886
0.169811320754717,1.33962264150943,1.41404922344243,1.35774136467249
0.176100628930818,1.35220125786164,1.42298165428251,1.36962163815442
0.182389937106918,1.36477987421384,1.43212463046484,1.38158681612414
0.188679245283019,1.37735849056604,1.44147336749301,1.39363349504724
0.19496855345912,1.38993710691824,1.45102251040687,1.40575822259828
0.20125786163522,1.40251572327044,1.46076617201387,1.41795750270405
0.207547169811321,1.41509433962264,1.47069797743033,1.43022780025942
0.213836477987421,1.42767295597484,1.48081111426822,1.44256554561402
0.220125786163522,1.44025157232704,1.49109838765242,1.45496713894087
0.226415094339623,1.45283018867925,1.50155227912022,1.46742895460841
0.232704402515723,1.46540880503145,1.51216500834361,1.47994734568334
0.238993710691824,1.47798742138365,1.52292859652973,1.49251864869327
0.245283018867925,1.49056603773585,1.5338349303007,1.5051391887733
0.251572327044025,1.50314465408805,1.54487582483192,1.5178052853104
0.257861635220126,1.51572327044025,1.55604308504056,1.53051325818151
0.264150943396226,1.52830188679245,1.56732856366252,1.54325943465701
0.270440251572327,1.54088050314465,1.57872421513599,1.55604015700968
0.276729559748428,1.55345911949686,1.59022214432066,1.56885179083161
0.283018867924528,1.56603773584906,1.60181464921947,1.58169073401918
0.289308176100629,1.57861635220126,1.61349425703129,1.59455342633993
0.29559748427673,1.59119496855346,1.6252537530417,1.60743635944791
0.30188679245283,1.60377358490566,1.63708620205106,1.62033608716801
0.308176100628931,1.61635220125786,1.6489849622367,1.63324923582742
0.314465408805031,1.62893081761006,1.66094369154535,1.64617251437721
0.320754716981132,1.64150943396226,1.6729563469051,1.65910272402077
0.327044025157233,1.65408805031447,1.68501717672981,1.6720367670519
0.333333333333333,1.66666666666667,1.69712070735646,1.68497165460424
0.339622641509434,1.67924528301887,1.70926172420389,1.69790451302752
0.345911949685535,1.69182389937107,1.72143524856627,1.71083258863383
0.352201257861635,1.70440251572327,1.73363651105266,1.72375325059809
0.358490566037736,1.71698113207547,1.74586092275393,1.7366639918499
0.364779874213837,1.72955974842767,1.75810404525833,1.74956242785531
0.371069182389937,1.74213836477987,1.77036156064638,1.76244629325461
0.377358490566038,1.75471698113208,1.78262924257471,1.77531343639199
0.383647798742138,1.76729559748428,1.79490292950809,1.78816181184224
0.389937106918239,1.77987421383648,1.80717850108047,1.80098947110493
0.39622641509434,1.79245283018868,1.81945185846138,1.81379455169567
0.40251572327044,1.80503144654088,1.83171890947703,1.82657526491561
0.408805031446541,1.81761006289308,1.84397555908864,1.83932988262294
0.415094339622642,1.83018867924528,1.85621770566803,1.8520567233641
0.421383647798742,1.84276729559748,1.86844124333718,1.86475413824768
0.427672955974843,1.85534591194969,1.88064207045774,1.87742049696247
0.433962264150943,1.86792452830189,1.89281610417466,1.8900541743524
0.440251572327044,1.88050314465409,1.9049593007391,1.90265353796827
0.446540880503145,1.89308176100629,1.91706768116464,1.91521693701824
0.452830188679245,1.90566037735849,1.92913736161231,1.92774269313763
0.459119496855346,1.91823899371069,1.94116458775794,1.94022909339271
0.465408805031447,1.93081761006289,1.95314577227394,1.95267438592194
0.471698113207547,1.94339622641509,1.96507753445866,1.96507677859956
0.477987421383648,1.9559748427673,1.97695674097345,1.97743444107825
0.484276729559748,1.9685534591195,1.98878054660101,1.98974551052597
0.490566037735849,1.9811320754717,2.00054643391839,2.00200810131459
0.49685534591195,1.9937106918239,2.0122522507856,2.01422031884066
0.50314465408805,2.0062893081761,2.02389624458224,2.02638027755937
0.509433962264151,2.0188679245283,2.03547709218106,2.03848612319022
0.515723270440252,2.0314465408805,2.0469939247238,2.05053605890747
0.522012578616352,2.0440251572327,2.05844634636028,2.06252837516288
0.528301886792453,2.05660377358491,2.06983444622229,2.07446148260808
0.534591194968553,2.06918238993711,2.08115880302708,2.08633394739768
