educ,age,urban,stratum,weight,income
12.199072539197653,50.3961409992277,0,1,1.0,492.1612660979455
8.597382318422252,57.56672542727229,1,1,1.0,440.12163675335773
12.352588013387532,25.926121561537578,0,1,1.0,393.3559501393406
13.299309321033338,28.439558240129188,0,1,1.0,341.4861961732268
16.41046199248965,40.54607335588776,0,1,1.0,495.51212857099694
8.107400930236198,34.90632117482798,0,1,1.0,399.08452169537077
10.227469912733833,25.844048789895094,1,1,1.0,417.08415034504714
10.243621932673625,28.505462116448168,0,1,1.0,431.90321196350175
8.841109603443165,46.1945186174116,0,1,1.0,374.6573180555019
9.850110846387194,38.20846142427343,1,1,1.0,434.6046142292202
11.029075635309415,50.806582758065346,1,1,1.0,529.3620767545908
10.423817951454872,50.40792295806437,1,1,1.0,514.581360815663
16.649621127656655,56.802555893637006,0,1,1.0,642.3625795243767
15.965573851248411,56.66587625787311,0,1,1.0,457.5060756795901
15.098958326100503,37.86722748468518,1,1,1.0,597.6239456400726
9.06850183815531,21.232743626144543,1,1,1.0,422.2042695075666
17.425689666254932,48.78430798942472,1,1,1.0,583.7813697866434
9.541065272739964,54.53877344169404,1,1,1.0,536.1464923157824
16.3528139805428,23.28385366612683,0,1,1.0,424.1032146230507
10.630166712915731,34.853431734818116,0,1,1.0,383.65153657424867
16.6517254705389,36.01221012605976,0,1,1.0,508.5033957077526
12.701853113546603,42.7083841535575,1,1,1.0,434.659829480359
14.938515308558642,55.55138517612211,0,1,1.0,610.7692745136394
8.876137532367313,25.56697295074906,1,1,1.0,434.96935409663615
13.874257400227204,54.79033651442837,0,1,1.0,631.7815521021882
11.397766815740548,59.490802219819486,0,1,1.0,547.2032350842685
13.629157866785148,26.146512238052683,1,1,1.0,440.54602978540026
8.730586593352324,29.985110681207352,0,1,1.0,314.8241227422417
12.294952378380316,41.046269500578234,1,1,1.0,524.3799332098997
16.598758492074367,23.60663694437287,0,1,1.0,449.5830781510714
12.118664501462144,41.21964070787663,0,1,1.0,428.09041143830177
12.565872006742332,24.705105208697397,1,1,1.0,446.2729989596089
11.611205826719537,31.148242175478956,1,1,1.0,457.9329059569233
13.506652371703606,56.70788465999458,1,1,1.0,553.5855029006872
14.329879917144773,23.251287851079162,0,1,1.0,438.17642310051417
14.878824951939029,22.32797365934136,0,1,1.0,453.85745957512097
12.063627676071196,42.739745065924936,1,1,1.0,501.21728355681097
15.286316280699085,46.73796594972848,0,1,1.0,607.096716869561
17.84268345715535,32.25448763149183,1,1,1.0,611.5102597210278
9.483110657369144,27.599104563828565,1,1,1.0,481.9472267095857
10.366295689595695,43.518028181375705,1,1,1.0,453.97111775735794
10.730610125227544,24.247194757027973,0,1,1.0,400.0818262888535
16.08067314414637,49.90918337278154,0,1,1.0,568.3056271958686
9.354426867264833,25.39749944218132,0,1,1.0,395.6258159609665
13.332322139311865,36.24855070888739,0,1,1.0,508.39305033157956
13.434754446200769,24.426396943443024,0,1,1.0,456.68648166157396
12.407110893904076,27.004347081709696,0,1,1.0,493.895923969384
9.409026206230518,33.4800573600857,1,1,1.0,554.985426371335
11.4684836130571,46.96794398563361,0,1,1.0,527.1292208040353
9.384874511045847,58.735669397919224,1,1,1.0,545.6255304206202
12.300374692534833,59.312560070321744,1,1,1.0,552.6087479435571
17.931414102604744,51.365616746353616,0,1,1.0,687.7757917724732
8.0285148333678,22.444862718381113,0,1,1.0,367.69326083671695
17.185294634724755,21.901765655962883,0,1,1.0,465.0166612485346
17.369759175486557,50.25091118301775,0,1,1.0,538.0722477470331
15.728413577278777,46.66720957471066,1,1,1.0,642.2461028769903
8.602853077298292,32.97427026388504,1,1,1.0,504.3007361368781
13.996827910594456,41.005289602113514,1,1,1.0,564.2054058363314
10.5608582639203,45.99211346624803,0,1,1.0,402.32253667163815
16.18153694381636,30.667960300685664,0,1,1.0,437.59212902684783
9.618323116599573,31.601503852813334,0,1,1.0,410.7882320061901
17.410132081307232,48.60034422364107,0,1,1.0,577.0731852312333
8.254822588272972,54.38788665144787,0,1,1.0,401.28756914533045
10.96730722457254,30.777862471733886,0,1,1.0,309.446284846804
15.182632345636812,49.399073011013755,0,1,1.0,550.8602997384492
14.400193687526716,22.8289641999567,1,1,1.0,565.7712030465339
9.926361615338335,33.77569466168871,1,1,1.0,434.36773320051685
11.689864870809691,38.172782187260935,1,1,1.0,569.7446880140818
13.608260014035098,26.30372672423645,0,1,1.0,563.4640681212032
11.679255162766275,56.166310323774326,0,1,1.0,527.9196885328246
14.070612883647456,53.1154676310729,1,1,1.0,551.3257247621142
9.300677732120722,50.03474421337192,1,1,1.0,411.15585981953535
17.212241397479097,36.40683506431911,0,1,1.0,517.1145090583678
8.386859060991718,42.689363027609176,0,1,1.0,517.3944758817294
15.765144783956952,51.85619474844768,0,1,1.0,678.8147636798076
16.683640349076704,54.453314376431976,0,1,1.0,580.6395137125968
12.747905890690769,59.75254811747091,0,1,1.0,565.1422201930045
16.023241108057864,22.62081253014739,1,1,1.0,499.2719404630279
14.178610946257137,45.29670713110472,1,1,1.0,637.332425668845
12.748660171831476,30.790894022260503,1,1,1.0,534.1043570101907
17.12534220544523,24.401300843069112,1,1,1.0,601.0893770761082
17.9895137962181,27.04732767115341,0,1,1.0,521.0263046850355
15.897969200233183,40.53704534586441,1,1,1.0,545.9903135841831
16.664614548943838,48.596909842311575,0,1,1.0,582.0162669808319
9.284273424802725,20.55270061256977,1,1,1.0,406.78956808467666
14.012563419990915,47.48043306139249,0,1,1.0,595.8178760999541
11.042271421866012,31.354524385617992,1,1,1.0,494.59421647242624
11.195038143686961,57.26753120886189,1,1,1.0,530.9448096562968
10.896369611470956,59.69135943725788,1,1,1.0,514.5295505735382
14.032588024491904,35.06158030805041,1,1,1.0,536.6965798957383
10.198731217775443,51.418189145981,1,1,1.0,469.2250475479485
16.834490255443146,29.724017377616228,0,1,1.0,572.3604311235276
17.347279396984884,29.696136913976527,1,1,1.0,552.3581986528574
12.316167830158813,22.89145890816384,0,1,1.0,423.39868071668457
9.59816615914098,44.53923325038111,1,1,1.0,442.2840988103661
15.287149203371703,26.37270816613964,0,1,1.0,426.18518215697185
11.908649596211177,57.98422766578829,0,1,1.0,541.174962202608
15.275401172814158,32.902870069607374,1,1,1.0,478.94988966761065
13.102879616920957,39.41887788240816,1,1,1.0,480.49973687696786
16.508607871917214,39.3183808264645,0,1,1.0,555.7117034886877
11.691165986695308,52.106659244991675,1,1,1.0,578.2414449974377
16.805693084269706,35.641508193944404,0,1,1.0,606.380315503683
13.224355436193264,20.08380852051784,0,1,1.0,372.0058553886256
13.864188857588111,35.0687830286224,1,1,1.0,513.5838273803304
17.583968754850737,27.92867327657556,0,1,1.0,497.1298441736967
9.271025270134412,27.952576266239365,1,1,1.0,377.2493894091898
12.306760223671853,58.37405438395348,0,1,1.0,531.4548570793262
12.262281143369286,27.41712256827948,1,1,1.0,439.3277642298209
10.740263382087221,22.7932334801531,1,1,1.0,369.82451972535443
15.339209757601907,32.035166413864246,1,1,1.0,520.9874818844493
13.83392431346794,58.06877787614043,1,1,1.0,679.8135148583909
17.38685191414177,21.228551766029145,1,1,1.0,563.7730492613435
14.546282145457285,30.052221694391996,1,1,1.0,549.9961987785246
15.462660700807588,28.261080039109352,1,1,1.0,562.61611829129
12.699082631233157,25.465715074433124,1,1,1.0,477.0104328064772
14.940532053036451,54.963178229972385,1,1,1.0,655.5803106388305
12.162185947880085,50.721623048273486,0,1,1.0,545.8897805683407
11.153003491406762,51.7040550612239,1,1,1.0,528.4773709241915
9.060073502840229,50.43952756766808,1,1,1.0,507.29576757840726
14.554529036787551,35.77160566856471,0,1,1.0,468.4732464003462
10.949959585725875,31.561964473338733,1,1,1.0,509.79080620310526
17.09572168537092,56.740162104145845,0,1,1.0,608.0535781756554
14.542554890278684,45.48220429152674,1,1,1.0,593.3484548374468
10.404586266321655,38.84594997803908,0,1,1.0,383.1356625647062
14.629003598200233,58.463726706831125,0,1,1.0,564.9549419373567
8.039365734277807,35.43622391617708,1,1,1.0,373.00168159567744
14.884444281998208,51.11793889731534,0,1,1.0,554.0688541322456
10.791510652057013,27.175645583604016,0,1,1.0,420.24663278472536
10.431201463984749,27.2780170632182,1,1,1.0,390.08682479689656
9.830846408837273,54.14889981997284,0,1,1.0,419.85763739966575
14.275988161032926,20.48348225558326,0,1,1.0,499.8019369620491
9.384891845396373,37.076120215082625,1,1,1.0,437.7349828790159
11.506746027767916,42.96833568648103,0,1,1.0,508.7013520128128
17.01183018972947,26.03938797071967,0,1,1.0,546.3478563842085
16.776637930726878,25.984231723082036,0,1,1.0,557.4520902823529
10.453259985076032,20.377242671052343,0,1,1.0,357.2711108843168
10.488005864053438,51.68083670429107,0,1,1.0,486.50859008421776
10.434900509460455,51.93880598252881,1,1,1.0,606.1967891811546
17.9790946543563,34.532518331580945,1,1,1.0,599.0604110600042
16.029724877218925,27.05196807915062,1,1,1.0,510.8807573757614
15.200649292005268,30.6353437928869,1,1,1.0,510.0541591177329
14.010794067867522,46.27726490728893,0,1,1.0,531.7727580181021
10.013380015325556,36.242519708090676,0,1,1.0,374.3372082236913
11.378723981848823,59.05366681592251,0,1,1.0,462.62717268615796
13.918630739641817,56.985066019863154,0,1,1.0,546.154960141519
16.785477963404947,52.62701608878378,0,1,1.0,681.7580669584078
14.583092899062713,50.06102871123682,0,1,1.0,505.64343079235493
13.953794001095824,49.704055146686386,0,1,1.0,546.7916614252566
12.71950976058957,53.62270233774809,0,1,1.0,451.7885906569396
11.947704330316972,40.2845230532506,0,1,1.0,553.2110497530865
15.039310250558122,42.25701069815737,0,1,1.0,504.68940087853997
10.091709858656568,42.99181208045968,0,1,1.0,475.5346061324858
16.369252885541258,33.649770720849034,0,1,1.0,505.9945125812951
8.425642721924657,56.79624219435839,0,1,1.0,446.25544398588556
14.835410575027073,36.91526827340203,1,1,1.0,607.5022230546773
10.595379356054377,36.283942241878236,0,1,1.0,421.7684125040624
9.346873146851925,20.46918852150954,1,1,1.0,390.3078030976578
13.883050142032797,49.45468907063308,1,1,1.0,607.1774520666024
11.965629731979675,52.13935008766563,1,1,1.0,556.4108167137867
13.319289154624833,42.40275931105067,1,1,1.0,631.9869995410248
12.519554939532393,46.26968804392869,1,1,1.0,537.1693722068586
11.639480662823292,44.84074877189282,0,1,1.0,481.3871154506781
9.516550874327162,33.86238999651807,1,1,1.0,355.23473181816547
13.5122830588986,50.04725328269416,0,1,1.0,587.8387588481618
11.795042679147812,26.476742549690123,0,1,1.0,432.0699716226194
14.398244810558829,43.44559312976229,0,1,1.0,586.3840390870857
11.076883880637403,24.31096505306828,0,1,1.0,408.64992709186674
16.84347345091721,53.62555729633542,0,1,1.0,592.6239804413568
17.21270042184988,34.69181377042034,0,1,1.0,449.7513892549767
13.137518112778443,24.15196063244445,1,1,1.0,443.11057185147155
10.575432658175782,29.949547525860183,0,1,1.0,479.5838672890076
11.311428462203187,55.35426478268687,0,1,1.0,556.0941684588267
10.573696589803157,41.36223487546808,0,1,1.0,484.531938301295
17.408460125270256,33.80370306613297,1,1,1.0,583.8266161019923
17.595843208322034,30.53412565605879,0,1,1.0,532.5467875004106
12.632934433744628,35.96920455770469,0,1,1.0,364.4857791269151
9.000835931207206,56.92735078200393,0,1,1.0,395.9605219226033
12.086097524736674,53.880583298528634,0,1,1.0,439.38977732451883
12.252038555860928,33.26197329503781,1,1,1.0,497.81703160718234
12.488307268930189,55.430094289650754,1,1,1.0,580.4940782795185
13.446014169171486,56.02966834839015,0,1,1.0,537.5639068552151
10.861276799686806,37.030323509752975,1,1,1.0,489.92721220288615
8.666791084585594,37.83210024697221,1,1,1.0,440.690171708606
9.77951935548448,24.643063981640605,0,1,1.0,338.3877801630068
14.330485274190053,20.143207012286204,1,1,1.0,509.48130908284793
16.649346123396676,47.99085718299621,0,1,1.0,643.2939469389528
9.51387488835841,21.74849812585448,0,1,1.0,351.0641879649539
14.303208266897553,27.13080365188089,1,1,1.0,449.4859289079089
15.777968442469867,34.34598106230451,1,1,1.0,517.6670873912492
10.00967569494498,32.38548745835149,0,1,1.0,374.5484779682576
10.386777887378692,28.096918652486103,1,1,1.0,440.0909340993757
16.94002181584999,51.38068441342309,1,1,1.0,548.2621473878032
14.83160178175448,40.51817456334958,0,1,1.0,584.1621252270969
14.262511367041318,39.06777146251202,1,1,1.0,660.6117007384064
9.165176647487378,59.368239776081694,1,1,1.0,588.8200207845043
15.578834628266467,44.184702097611755,0,1,1.0,510.54313775131357
11.275856661364932,48.6517770152642,0,1,1.0,448.06740252111865
8.127516181977635,50.88374595821312,0,1,1.0,496.3054738964619
14.054098163561463,46.54047237259641,1,1,1.0,578.1629622997042
14.839157228478962,36.98158413939278,0,1,1.0,535.0374835123116
13.163397171241876,25.527536529817993,1,2,2.0,438.13975347603
11.129991263054814,49.54864418210938,0,2,2.0,447.2024438177204
9.953545496589307,47.00082233691081,0,2,2.0,455.65549967220295
10.328690906813769,22.94123310995095,0,2,2.0,381.85098987253707
9.83838450108955,30.818488532300915,1,2,2.0,402.69127320534585
10.00448591761578,32.379801374859426,0,2,2.0,353.9150480188452
10.019299492186793,26.3213221712246,0,2,2.0,404.29817166839524
14.83625053848225,39.46679991310675,1,2,2.0,639.3692966535583
8.317325169778703,30.878000093547556,0,2,2.0,349.0228246665754
10.27586228754126,35.88996415447006,1,2,2.0,465.36868216586305
17.693082461282614,39.755093164874864,1,2,2.0,623.4176123979762
17.71941276790362,56.815879432559086,1,2,2.0,638.6960871127726
17.209919141495178,25.272142850367597,1,2,2.0,574.3242287309291
14.049891302183184,32.264197614833236,1,2,2.0,553.6538003600737
11.396711352890671,36.05200121582793,1,2,2.0,481.70526685115374
8.874556338710065,58.571117823141776,1,2,2.0,396.7754737266419
9.113469886376494,46.52260327452947,0,2,2.0,414.0035760110809
10.792649277751394,45.32435127192257,1,2,2.0,516.1686710864899
10.111123383084527,50.41978908986391,0,2,2.0,461.4501709217562
9.907860455507368,51.879056982825716,0,2,2.0,452.7042793941819
17.358626576802486,49.85134212747782,0,2,2.0,562.5827078930763
13.433883248312473,32.72467427403497,0,2,2.0,469.62879675302565
