age,income,distance,log_income,edu_level,transport
27.103400117147146,40.11011214091033,15.592179126752864,3.6916284756122675,中,汽车
39.3691276489777,19.92872266277212,8.919189854836368,2.99216204099025,高,公交
45.7851507517259,49.16873137525896,14.853883145289998,3.895257880303102,中,公交
30.203666646675536,39.18736904612649,15.449258464179117,3.668354476661916,中,公交
27.55506600511267,27.408445961847413,17.15589154471511,3.310851212678498,低,汽车
21.737714089751744,10.747615722461322,10.784378552255083,2.3746839367144976,中,汽车
28.816951611258844,36.452353026610744,15.898531213463682,3.596006011284963,中,公交
41.53391750923743,16.43137185537182,19.814097125049077,2.799192425542915,中,汽车
48.888686372421375,29.722731685952727,4.40485776157837,3.3919121296887322,中,地铁
45.34554582231916,49.175679747760995,14.510019272469975,3.895399187214888,高,汽车
29.991566700391523,47.76089517310249,4.071413198328893,3.8662072120641082,中,汽车
37.78840949767164,15.363536091291117,3.727052891420321,2.731996915501051,高,公交
40.947885269156316,40.21468624123278,1.0639125070248001,3.694232258292345,低,地铁
54.346555207998016,40.73726117492975,13.53983161043309,3.707143181610251,高,地铁
30.447423491617368,33.14540143390679,10.985327245670629,3.5009039870668905,中,地铁
49.55366566853363,36.5657712615044,9.20360658375858,3.599112591389958,低,汽车
55.778618564036336,41.45280159246539,8.556269099415555,3.7245554689827585,高,汽车
48.15755891342625,36.73183399588732,2.2070076675690062,3.6036437904088006,低,地铁
39.50653970639854,10.32726262732217,19.957880349084622,2.334787255500032,低,地铁
20.265782822478894,11.093234492160736,19.88699101509542,2.406335417283732,低,地铁
49.64584587741206,34.501692640891505,11.62389029284848,3.541008384888637,高,公交
59.542909289766065,40.241689119383125,6.644896885516767,3.694903501038322,中,公交
39.40360932336621,38.607329035598696,3.8078022837420944,3.6534421298360615,低,地铁
44.37223242610392,37.96104952181587,18.007721962698774,3.6365606214579413,中,地铁
26.532297066080798,36.43431949832715,15.532634400031208,3.5955111738057135,中,汽车
39.37857366194691,17.621478894356052,6.395368086597591,2.869118549696213,中,公交
56.89326096536435,21.18581762399345,7.856549437389877,3.05333197781069,低,地铁
46.40865614928042,33.384914258372895,18.82551119241568,3.508104129038536,中,公交
23.09097629723681,16.767608227147615,12.97270750229182,2.8194489435495806,低,汽车
35.24048193478332,42.26974806873245,18.1933532328709,3.7440716545120245,中,公交
